source,target,weight
42352660,302111485,1
42566866,1002603092242784256,1
4262820400,954124423,1
426826592,813914393788481540,1
4275053673,954124423,1
427674597,2596413645,1
42794011,954124423,1
428531982,302111485,1
428580394,738153522277945344,1
42961642,2596413645,1
42961642,954124423,1
42974503,954124423,1
429900401,3306484243,1
42991358,954124423,1
43059212,954124423,1
4308650975,302111485,1
4311982647,2596413645,1
431243129,2596413645,1
4316030539,287843201,1
4330569813,3387644315,1
4330569813,526300815,1
4344335373,869193235918454786,1
436327057,954124423,1
4383818914,738153522277945344,1
439528396,954124423,1
440268012,954124423,1
441471869,738153522277945344,1
442229258,3072594359,1
4427241869,2596413645,1
444994317,2596413645,1
445714821,98996662,1
4467729978,954124423,1
44792632,2596413645,1
4483760655,302111485,1
4485804029,2596413645,1
4492053633,334921581,1
4496497823,738153522277945344,3
4497978149,869193235918454786,1
4501709003,3244921294,1
451264901,954124423,1
4524892829,738153522277945344,1
4526348361,1002517848839860224,1
4526348361,2584797956,1
4526348361,2796968620,1
4526348361,312904576,1
4526348361,3403122035,1
4526348361,746236470684311552,2
4526348361,796385860975493120,1
4526348361,844981691953369088,1
4526348361,955730343021219840,1
4526348361,993381465625956352,1
452728325,302111485,1
4547821336,2596413645,1
454811069,2596413645,2
45487359,954124423,1
455830743,25073877,1
45633179,954124423,1
456731432,738153522277945344,1
45706278,954124423,1
45741687,2596413645,1
457779786,806465743957225474,1
459285651,2596413645,1
4596035604,954124423,1
4613027595,2841998391,1
461627543,1103715715,1
462197205,302111485,1
462515508,869193235918454786,1
4628573236,1656147890,1
4634817700,1071964740,1
4643555476,869193235918454786,1
4649600990,3375577991,1
465148464,954124423,1
465840000,287843201,1
465967911,2596413645,1
4664975002,1493926051,1
466910067,2596413645,1
46705928,287843201,1
46768553,738153522277945344,1
467979477,78523300,1
468140684,954124423,1
468572332,954124423,1
468949816,302111485,1
46955683,738153522277945344,1
4696541605,2596413645,1
469662610,302111485,1
470461806,1656147890,1
4708906462,954124423,1
4710256600,954124423,1
4725400273,2596413645,1
4730234660,2596413645,1
473528903,954124423,1
47386564,2596413645,1
47440641,954124423,1
47465998,302111485,1
4774933922,954124423,1
4776757226,2596413645,1
4776757226,954124423,1
477849412,302111485,1
4784596178,2596413645,1
4787895467,813914393788481540,1
478830505,869193235918454786,1
480479272,869193235918454786,1
48081096,113987669,1
48081096,803129760771637248,1
4808618241,2512903844,1
4808618241,3299672584,1
4808618241,3407171439,2
4808618241,43549515,1
481299610,2596413645,1
48140042,2596413645,1
482278502,3072594359,1
482646813,869193235918454786,1
4826939351,880737162077110273,1
4826939351,955730343021219840,1
4828339398,738153522277945344,1
48312928,869193235918454786,1
4831914012,738153522277945344,1
48337612,287843201,1
4842309661,2596413645,1
484352322,3306484243,1
4843691704,18118505,1
484980949,187578616,1
48500707,302111485,1
4851055871,1387804657,1
4852100926,954124423,1
4852463193,248829087,1
485999830,954124423,1
48606399,954124423,1
4862175883,738153522277945344,1
486300564,897619242,1
4866566489,18118505,1
4870448651,813914393788481540,1
4875138089,24897626,1
487769182,2167674121,1
4881410062,954124423,1
4891053359,3244921294,1
4899354976,954124423,1
4900169646,23089228,1
490794413,954124423,1
4908724512,738153522277945344,1
4909638158,302111485,1
4924907403,869193235918454786,1
492833134,2596413645,1
493509940,302111485,1
49384107,2596413645,1
493935668,996841073451380737,1
494829052,22703645,1
49530277,2596413645,1
49569608,954124423,1
496003232,302111485,1
49694359,2596413645,1
49770741,3244921294,1
49770741,586163145,1
49770741,67813133,1
49770741,995827069836775424,1
497747503,2596413645,1
49776499,954124423,1
49826596,954124423,1
498305032,463256612,1
49840770,17494767,1
49840770,954124423,1
49892393,2596413645,1
49907425,2596413645,1
49946953,1354570123,1
49946953,21756399,1
49946953,383859810,1
500216858,738153522277945344,1
500444558,2596413645,1
500444558,954124423,1
500642630,302111485,1
50258410,954124423,1
50620221,3244921294,1
506536036,954124423,1
509123425,896646322975059968,1
50948136,2596413645,1
510249048,2596413645,1
512327871,2942884615,1
51271663,2596413645,1
513748292,2596413645,1
51712493,954124423,1
519860717,2596413645,1
520847919,3089155533,1
521142615,954124423,1
521407671,954124423,1
523439297,954124423,1
524863586,954124423,1
525643804,954124423,1
526110917,312677640,1
526110917,4898091,1
526110917,984306183476535296,1
526700462,1525739881,1
527658453,954124423,1
529821246,3244921294,1
53045353,287843201,1
531209621,954124423,1
531478369,954124423,3
532634600,954124423,1
534567002,954124423,1
534943378,813914393788481540,1
53524865,954124423,1
536068379,18118505,1
53769490,302111485,1
540115317,813914393788481540,1
542961492,3089155533,1
543787955,954124423,1
543839257,3244921294,1
544891996,302111485,1
545146690,282055947,1
545146690,3302455838,1
545173171,954124423,1
545670603,465187631,1
547089105,954124423,1
547959257,869193235918454786,1
548357566,2596413645,1
548401368,954124423,1
549593369,954124423,1
551590272,2596413645,1
551845603,954124423,1
552255658,954124423,1
552366643,17107705,1
552679436,913113293073432576,1
553643100,4330569813,1
55377691,287843201,1
554332048,2596413645,1
556246733,954124423,1
556969755,2596413645,1
556982421,954124423,1
557211434,954124423,1
557212148,98996662,1
557965039,954124423,1
55829777,2596413645,1
55874135,302111485,1
559007976,954124423,1
559628052,954124423,1
559821741,869193235918454786,1
561100654,2929650225,1
561310591,954124423,1
562321855,738153522277945344,1
562879928,738153522277945344,1
563301375,738153522277945344,1
56512634,954124423,1
565501978,954124423,1
565648216,869193235918454786,1
565857247,302111485,1
566817110,302111485,1
56722688,897619242,1
56733855,954124423,1
568713981,62306258,1
570824456,2596413645,1
574490430,954124423,1
575556493,869193235918454786,1
576540754,954124423,1
577044480,954124423,1
57734851,17964848,1
57797961,954124423,1
578605417,954124423,1
57900261,954124423,1
58007320,954124423,2
580510126,738153522277945344,1
580829419,18118505,2
581307829,287843201,1
5820162,954124423,1
58350538,954124423,1
58557349,23089228,1
586163145,3244921294,1
586163145,49946953,1
587451697,2596413645,1
587613718,869193235918454786,1
589126560,1071964740,1
590951992,1387804657,1
591351748,954124423,1
591505507,2596413645,1
592127331,49451747,1
59333752,302111485,1
59644757,302111485,1
59651331,954124423,1
598468186,598468186,1
599497225,302111485,1
600145619,954124423,1
600509420,302111485,1
601189357,954124423,2
605731629,954124423,1
605958863,302111485,1
608524861,1176887419,1
609398113,738153522277945344,1
61028432,302111485,1
610341256,2596413645,1
613071427,302111485,1
615030317,869193235918454786,1
615217292,954124423,1
615444672,78523300,1
616600310,954124423,1
616755810,287843201,1
617066564,2596413645,1
61799528,954124423,1
618415293,3306484243,1
61842118,954124423,1
61866666,2596413645,1
621511877,2596413645,1
621994135,3306484243,1
624795117,954124423,1
625336683,954124423,1
626042764,3306484243,1
627079365,35454721,1
628979942,738153522277945344,1
630605198,302111485,1
632378545,954124423,1
634311232,954124423,1
634806413,847735496633536512,2
635685492,2596413645,1
63860918,954124423,1
63971647,954124423,1
64053980,897619242,1
64753536,287843201,1
65130364,738153522277945344,1
65386810,302111485,1
65498327,954124423,1
65593104,302111485,1
66011052,954124423,1
66190543,2596413645,1
66428434,738153522277945344,1
67514751,287843201,1
67704063,954124423,1
67813133,20808463,1
67813133,282055947,1
67813133,523551734,1
67813133,67813133,1
67813133,712939219,1
67813133,824943718302089216,1
67813133,985127294078476288,1
69190453,954124423,1
69998229,847176335214678016,1
700093490,302111485,1
700753804325625856,3089155533,1
70082883,1525739881,1
70082883,3244921294,2
700853138794770432,954124423,1
701188479305166848,2596413645,1
701258640460632064,2596413645,1
702563472937103360,853686128565727232,2
702676013814325248,869193235918454786,1
703140816827523074,2596413645,1
703292253851283456,302111485,1
703382437997445120,2596413645,1
703757774337892352,2596413645,1
703789363763793920,954124423,1
704765946905411584,2167674121,1
70477603,954124423,2
705115632639971328,302111485,1
705408746705559552,954124423,1
705443103394562049,954124423,1
705471860482416640,1071964740,1
706189400829513728,954124423,3
706227461130833921,2596413645,1
707025944389681152,954124423,1
707383117510672384,954124423,1
707843109309124608,2596413645,1
708199243,954124423,1
708518866268213249,3306484243,1
708789388969259008,954124423,1
709585014,302111485,1
71026275,954124423,1
711039715827261443,98996662,1
711673498817728512,738153522277945344,1
712032670906241025,2596413645,1
712690051201695744,954124423,1
712939219,282055947,1
713050951507173378,954124423,1
71311025,78523300,1
713432968224763904,2596413645,1
713971816679604224,2596413645,1
713971816679604224,586163145,1
714155141763567616,287843201,1
714231785702481921,869193235918454786,1
714474744,954124423,1
71473842,302111485,1
714878737381101568,954124423,1
714960585079664641,738153522277945344,1
715046844,287843201,1
715176126323286016,247495419,1
715190034866028544,287843201,1
715286343023267841,287843201,1
715338876408045569,954124423,1
716277987428044801,954124423,1
716385225585115136,869193235918454786,1
716666907898810368,241482950,1
716786048131600384,954124423,1
716800970,954124423,1
717069654158655488,954124423,1
717088442774069250,869193235918454786,1
717755642144886784,954124423,1
717827133276553218,2596413645,1
717864675283767296,1226167963,1
717864675283767296,3945972795,1
717864675283767296,744054688073523201,1
717864675283767296,884091866139860993,1
717864675283767296,974711760132419584,1
717887427260653570,954124423,1
718600146619990017,914534536083632128,1
718816526279712768,954124423,1
719226983,954124423,1
719575907166470148,2596413645,1
720334576883601408,3763923435,1
720696015192334336,2596413645,1
720707740578881536,738153522277945344,1
721041726647988231,3306484243,1
722150503371710465,2596413645,1
722861525124259840,287843201,1
722878375,302111485,1
722904913034907650,955730343021219840,2
723282978101547008,954124423,1
723505836,2596413645,1
723740118687731713,813914393788481540,1
723787212274302976,1493926051,1
72445782,2596413645,1
724984265994285056,343072931,1
725056094192701444,2445809510,1
725064846056640512,738153522277945344,2
725426968888397824,813914393788481540,1
725931718805315584,738153522277945344,1
726492410725978113,2596413645,1
726567709023023104,954124423,1
726842340640362497,2596413645,1
727285854,954124423,1
727623313120493570,738153522277945344,1
727769537643487232,738153522277945344,1
728245725729947652,847735496633536512,1
728699618339520512,2596413645,1
728989901111365632,2596413645,1
729344966,954124423,1
730109108863393792,839935334343454720,1
730389252857602053,869193235918454786,1
73048654,2596413645,1
731251646299275264,273648929,1
731251646299275264,908825261084336129,1
731264289579798528,954124423,1
731313557975916544,954124423,1
731566579,302111485,1
731608385645318144,954124423,1
73196440,3244921294,1
732020123389820929,954124423,1
732388003,2596413645,1
732749931425988608,954124423,1
732778069996380161,954124423,1
733357077783945216,164184693,1
733681410234425344,302111485,1
733860272260055040,954124423,1
73438641,954124423,1
735024071843426304,871650706381561856,1
7356072,302111485,1
735694626,78523300,1
735866295481208832,813914393788481540,1
736485182887333889,869193235918454786,1
736517645722259457,942540338740236293,1
736584008738308098,954124423,1
736706785394888705,302111485,1
736930835765420036,2596413645,1
737273232269705216,955730343021219840,1
737503514,954124423,1
738153522277945344,18266688,1
738153522277945344,2456819246,1
738153522277945344,2495686176,1
738153522277945344,25073877,1
738153522277945344,2772429247,1
738153522277945344,2904113821,1
738153522277945344,3406938525,1
738153522277945344,50912893,1
738153522277945344,557046603,1
738153522277945344,710967378763354112,1
738153522277945344,738153522277945344,4
738153522277945344,751281974,1
738153522277945344,789300582435565570,1
738153522277945344,823571457649184768,1
738153522277945344,835227434681184257,2
738153522277945344,837200943225589760,1
738153522277945344,842378744,1
738153522277945344,846566528103329792,1
738153522277945344,854121167405371392,1
738153522277945344,858251758535102465,1
738153522277945344,867947619661881344,3
738153522277945344,967195953118810117,1
738275979324329984,46832848,1
738401208574971904,915479678,1
738977139173646337,3089155533,1
739068463,46442765,1
739099664553791488,954124423,1
739515266749616128,3165891975,1
739689692,954124423,1
73988914,954124423,1
740465639870107648,80330381,1
740983399729401856,4717892303,1
740983399729401856,801534913254195200,1
740995314266558464,813914393788481540,1
740998882746896386,869193235918454786,1
741201901501489152,954124423,1
741294959739981824,954124423,1
742081031067607041,2596413645,1
74251732,302111485,1
74259290,18118505,1
742633039914799104,954124423,1
74289894,2596413645,1
74311481,2596413645,1
744584800556711936,744584800556711936,1
745320470891880449,869193235918454786,1
745412916950642688,869193235918454786,1
745980963411267587,25073877,1
746134043318640644,287843201,1
74628767,954124423,1
747199065520148481,2596413645,1
748506529087750144,16298441,1
748506529087750144,552245790,1
748506529087750144,729731154870439936,1
748506529087750144,748506529087750144,1
748506529087750144,783072928430555138,1
748506529087750144,825038962272120832,1
748506529087750144,956661767370936320,1
748506529087750144,972958533284016128,1
748506529087750144,981941182879162368,1
748506529087750144,982588726067937281,1
74854742,2596413645,1
748915646344273920,302111485,1
749097009835978754,954124423,1
749218263977066496,954124423,1
749469287681658880,954124423,2
749857631066550272,954124423,1
749953408883367937,2596413645,1
750063120392003584,954124423,1
751482453534056449,962053024578379776,1
751482605334241280,954124423,1
752281899880607744,954124423,1
752359089338998784,738153522277945344,1
75286298,23378774,1
753029601610330117,869193235918454786,1
753260674164195328,2852359916,2
753415806,954124423,1
753739251527876608,869708170356297728,1
754710014032351232,950419552206249985,1
754760616351567872,2596413645,1
754894004328787968,954124423,1
755266896,287843201,1
755482909260251136,954124423,1
755562040811409408,954124423,1
755586520619192320,287843201,1
755681955811827712,759297396438425600,1
755736744809508865,954124423,1
755826384,2596413645,1
755893080373366784,738153522277945344,1
756648728677711872,954124423,1
756667245036568576,954124423,1
75688692,738153522277945344,1
757585151530455040,954124423,1
757637664,954124423,1
757662729796628481,954124423,1
757683486618628096,3089155533,1
757742231251845120,954124423,1
757762696095862784,954124423,1
758116173154230272,954124423,1
758429608928608256,2596413645,1
759066443090624512,869193235918454786,1
759091893938499585,954124423,1
759110604456095746,954124423,1
759430510204424192,954124423,1
759701001741799424,954124423,1
760054472,954124423,1
760255112317116416,2596413645,1
760343252486664192,978906479091703813,1
760434094744412178,287843201,1
760477128328523776,302111485,1
760853723052642304,2596413645,1
761298446183792640,813914393788481540,1
761357721538932736,98996662,1
761380526,954124423,1
761675819471089664,954124423,1
762188209325416448,2852359916,2
762944976871366656,2816632566,1
764665956148752384,954124423,1
764789867507175424,302111485,1
764862407214759937,954124423,1
765108696615677952,954124423,1
765426667,847735496633536512,1
765754459406364672,2596413645,1
765900659128426496,759297396438425600,1
76611598,2596413645,1
766358628,954124423,1
766432781035536384,78523300,1
766745478,2283790430,1
766939328220192768,2336640031,1
767072603278159872,954124423,1
767694208945778688,954124423,1
767855008276701185,869193235918454786,1
768127225484849156,78523300,1
768268429031641088,180113275,1
769134990701502464,765900659128426496,1
769442234190196736,618011830,1
770598560,302111485,1
771123865393229824,2596413645,1
77113079,302111485,1
771820890,954124423,1
771825384744685568,738153522277945344,1
771983315737931776,954124423,1
77295149,954124423,1
773204726938791936,954124423,1
773494189921280000,526698257,1
773687310273671168,2177097448,1
774748104230928384,282055947,1
775114926536790016,2596413645,1
775432673439338497,2596413645,1
776180524754800641,346612013,1
776913688250888192,954124423,1
776980886180929536,2717301877,1
777452214,302111485,1
777697478233645058,2596413645,1
778258054802444288,869193235918454786,1
779154705209581568,2596413645,1
779309733396099072,914534536083632128,1
779789420111298560,2692832179,1
779803894809440256,954124423,1
779856929350938624,813914393788481540,1
780578071896133632,954124423,1
780581933482807296,2596413645,1
780875904499286016,2596413645,1
780944986007334912,2596413645,1
780944986007334912,954124423,1
780959238638047233,954124423,1
781088330,2596413645,1
78135684,847176335214678016,1
782041195035975680,954124423,1
782693155720138752,738153522277945344,1
782861978612162560,1525739881,1
782992350993911808,954124423,1
783458285756166144,3089155533,1
783496207175790592,996131365757313026,1
783504602025103362,738153522277945344,1
784576800362008576,954124423,1
784761251150692357,2596413645,1
784852856473956353,954124423,1
785283386109722624,2596413645,1
785335379138338816,954124423,1
785791599867559936,2596413645,1
785954323729571840,287843201,1
786008863115976704,954124423,1
786311117656195072,954124423,1
786750012671741952,954124423,1
786752147702575104,954124423,1
78701794,954124423,1
787723356447596548,285994737,1
787929838774517760,247495419,1
788432058628526080,287843201,1
788654438453948416,954124423,1
788782854025207813,954124423,1
789033010637209600,954124423,1
789184879783088128,869193235918454786,1
789290299583496193,920368565575999488,1
789300582435565570,738153522277945344,1
789307401958727680,897198731975680001,1
78968880,954124423,1
790205666916966402,1071964740,1
790315712690524160,954124423,1
790960259435261952,954124423,1
791841379,954124423,1
791964055,954124423,1
792069467878588416,954124423,1
792382844731437056,954124423,1
792425445929078788,738153522277945344,1
792536417461297152,302111485,1
792907997529772032,954124423,1
794245704327823366,858178012486840321,1
794563208,954124423,1
794670658751864833,954124423,1
794993319013064704,954124423,1
795010194254209026,2177097448,1
795381069709266945,813914393788481540,1
795482561443168256,98996662,1
796019724387815424,954124423,1
796224801366949888,954124423,1
796403983476736000,2596413645,1
796580885747232768,954124423,1
797116675,2596413645,1
797116675,954124423,1
797202067848921096,915479678,1
797298083914608640,2596413645,1
797961538271318016,2596413645,1
798250483324317696,798250483324317696,1
798250897,954124423,1
798305099634409472,3244921294,1
798305099634409472,586163145,1
798970495664353280,813914393788481540,1
799389353655095296,98996662,1
799477756572614656,954124423,1
799609981121138690,738153522277945344,1
799949130386776064,954124423,1
800137961861890048,2596413645,1
800749669152215040,809145772285591552,1
801172894646763524,3244921294,1
801172894646763524,847735496633536512,1
801298237613375489,954124423,1
801411007461593088,78523300,1
801556585688498176,2596413645,1
801707976520253440,952669848777015296,1
801876800951357440,954124423,1
802277427363934209,954124423,1
802278902634790912,2596413645,1
802278902634790912,988396538585059328,1
802539694407950336,738153522277945344,1
802899960,869193235918454786,1
802901766459314176,302111485,1
802976483517968384,954124423,1
803257285267091456,287843201,1
803402775023517698,2596413645,1
803404043511091200,954124423,1
803745857292140544,738153522277945344,1
803814001054392324,2596413645,1
804026070844526594,954124423,1
804382682293698565,4858778547,1
804770735159971840,813914393788481540,1
805480757334601728,954124423,1
805830496433278976,954124423,1
805944258,954124423,1
806562634803855360,1626294277,1
806562634803855360,16745666,1
806562634803855360,2191952909,1
806562634803855360,220412723,1
806562634803855360,27284203,1
806562634803855360,328406897,1
806562634803855360,37874853,1
806562634803855360,991470575846658048,1
806847397812989952,738153522277945344,1
807588597058641920,302111485,1
807706893154193408,970680548883685376,1
808185742753079296,2596413645,1
808658474297163777,954124423,1
808802753518637058,954124423,1
809178610422710277,869193235918454786,1
809194871843979264,954124423,1
809198064657399808,954124423,1
809342980129751040,954124423,1
809581127501385728,954124423,1
809869931785306113,913113293073432576,1
810325364434030592,2596413645,1
811039372208316417,2596413645,1
811039372208316417,738153522277945344,1
811487629732519936,287843201,1
812436484359852032,954124423,1
812454149912662017,738153522277945344,1
812503502039764993,738153522277945344,1
812770317642985476,954124423,1
813193090693533696,914534536083632128,1
813785490361028609,954124423,1
813914393788481540,982372469683228672,1
814162768018411520,98996662,1
815214370250719232,954124423,1
815288374827352064,954124423,1
815445612934139904,287843201,1
815599477524336640,2596413645,1
815601484729434113,954124423,1
815604836414722048,78523300,1
815619285225615360,954124423,1
815619858637459457,954124423,1
815729427493613568,954124423,1
815752038487392256,869193235918454786,1
816717166900809729,954124423,1
816810658381656064,954124423,1
817151954799431681,954124423,1
817214594024239104,954124423,1
817331770827870209,954124423,1
817449848559386626,954124423,1
817508377702072320,954124423,1
817578873856659457,847735496633536512,1
817783920871649280,954124423,1
818156090982445056,954124423,1
818440741760405504,3306484243,1
818498124645879809,735086172,1
818983055557656577,738153522277945344,1
818988402016219136,2596413645,1
820038020527112192,78523300,1
820100954515210245,954124423,1
820285218129068032,954124423,1
820412996291805184,2596413645,1
820660623679913984,187059363,1
820660623679913984,2596413645,1
820805320049967104,738153522277945344,1
820872410064887809,98996662,1
821197448223850497,954124423,1
821401703610273798,954124423,1
821622097214636034,954124423,1
821909775751479297,738153522277945344,1
822185156,869193235918454786,1
822203952116551680,78523300,1
822275117342281729,2596413645,1
822304321622523904,954124423,1
822840879077462017,954124423,1
822874459447107584,2596413645,1
822901284655210497,954124423,1
822988740905861122,954124423,1
823164555115331584,954124423,1
823179478956437504,738153522277945344,1
823208050601267200,2596413645,1
823244697711812608,954124423,1
823416009763627008,2596413645,1
823715783708733441,302111485,1
823734730642391045,952773056874930176,1
823963005734047749,2596413645,1
824195225841180673,302111485,1
824632347773595649,2596413645,1
825850178926235649,825850178926235649,1
826104850194653186,738153522277945344,1
826170210776449024,2596413645,1
826550703258791937,954124423,1
826730611,287843201,1
82674228,2596413645,1
827666344065634304,954124423,1
827668238288961540,2596413645,1
827973944846249985,738153522277945344,2
828056543278960641,954124423,1
828277705133027328,302111485,1
828288871075086336,813914393788481540,1
828288871075086336,954124423,1
828587071400976384,2596413645,1
828655316942385153,2596413645,1
829110039092813829,738153522277945344,1
829206914496094209,954124423,1
829636676305645575,2291600034,1
829833949711052805,954124423,1
830095198235533312,954124423,1
830179030888505345,2596413645,1
830216254208278528,738153522277945344,1
830319361831284737,869193235918454786,1
830328267055968257,287843201,1
830337618147631106,954124423,1
830938544130707456,955730343021219840,1
831172800878637056,831172800878637056,1
831674658508402688,869193235918454786,1
831974647499481094,302111485,1
832301994517880836,954124423,1
832332519500550145,2596413645,1
832363119158710273,2596413645,1
832441166058500096,954124423,1
832489914407096321,287843201,1
833263613276200962,2421927487,1
833263613276200962,33519870,1
833263613276200962,787699383999619072,1
833263613276200962,914835752101535744,1
833376292930101248,954124423,1
833398190204391425,954124423,1
833781028657303552,954124423,1
833804295518748673,954124423,1
834426732593737732,954124423,1
835229745407279105,954124423,1
835240840100528128,824943718302089216,1
836040187213799425,738153522277945344,1
83693449,3244921294,1
837075744887033856,954124423,1
837200388902223872,2596413645,1
837369911198502912,954124423,1
837401694291947520,954124423,1
837558956310441984,847735496633536512,1
837641205060157440,954124423,2
837792786,869193235918454786,1
837813469701341184,78523300,1
837856498835283970,869193235918454786,1
838046850238271489,2596413645,2
838146381726396416,954124423,1
838261279,954124423,1
838434725702291456,2596413645,1
838748864416985088,164184693,1
839099917121511425,738153522277945344,2
839159320113741824,2596413645,1
839527911053012992,821014010128637953,1
839656453313032192,954124423,1
839935334343454720,1004279547016155137,1
839935334343454720,2868136206,1
839935334343454720,960911705021743104,1
839935334343454720,963195669174464512,1
839935334343454720,982999224127246336,1
839935334343454720,998361427684585474,1
840109691610980353,18118505,1
840703928371146752,285994737,1
840781105661923329,302111485,1
841023932694171648,2596413645,3
842134110055346176,954124423,1
842352838416121860,2816632566,1
843074762,403436252,1
843854788999761920,1061696234,1
843854788999761920,49946953,1
844671755675471876,954124423,1
845397028397989888,954124423,1
845415858461691904,1525739881,1
845426861110910976,813914393788481540,1
845579243149017088,954124423,1
845832891720359936,3244921294,1
845832891720359936,3302455838,1
845832891720359936,49946953,1
846115757125722113,869193235918454786,1
84613819,954124423,1
846248226,738153522277945344,1
846698888572653568,2596413645,1
846707484651868161,954124423,1
846818508780507137,954124423,1
847838400006811648,2596413645,1
847840651,302111485,1
847845464489824256,2596413645,1
848262518002692096,954124423,1
848581448693055488,759297396438425600,1
848987127815778304,164184693,1
849242888827437056,3306484243,1
849263658836393984,282055947,1
849311389843951620,282055947,1
849428058901811202,738153522277945344,1
850454504315158528,869193235918454786,1
850456857516929025,869193235918454786,1
85090936,273648929,1
85170677,78523300,1
852080917594165248,346612013,1
852249875928539136,766249603,1
853034127234220032,1475796312,1
853749548166004736,954124423,1
854050332321730565,3244921294,1
854478609649676288,869193235918454786,1
855019522188693505,326003773,1
855063973485576194,834888200862695428,1
855302281494904833,2596413645,1
855302281494904833,2771503019,1
855412122469183488,98996662,1
855820842,954124423,1
855894793,954124423,1
856076690828791808,954124423,1
856227994528075776,849282187044192256,1
856408498208260096,738153522277945344,2
856648035757064192,869193235918454786,1
856768205502722051,1493926051,1
857265942857998338,302111485,1
857280199498518529,2596413645,1
857562231076212736,2841998391,1
858790351523397632,954124423,1
859843007255793664,954124423,1
86005228,954124423,1
860204785785491456,954124423,1
860533263194103808,29085985,1
860624581,954124423,1
860691823,187578616,1
861278195525484544,954124423,1
861371830766100481,954124423,1
861556872,738153522277945344,1
861939035203391488,287843201,1
861940433534038016,712036384962420737,1
861940433534038016,93399809,1
862057714654089219,2596413645,1
862478662318276608,1006686171160772608,1
862739170372050948,302111485,1
863105632576180228,1912095728,1
863105632576180228,956988729402560513,1
863410630698692608,2596413645,1
863542164583743489,954124423,1
863609549374320640,954124423,3
863645256922914816,360825731,1
86378502,2596413645,1
86378821,954124423,1
863857066443591680,164076105,1
863909699946786816,3306484243,1
864908130265825280,3306484243,1
865622667730100224,954124423,1
865700744363692033,847176335214678016,1
866015461577822209,346612013,1
866164587875323905,2596413645,1
866744912,302111485,1
86726621,2596413645,1
867603083240648704,954124423,1
867858949567131649,98996662,1
868925316735139841,856090199926988800,1
869318780177989632,2596413645,1
869804035770994689,302111485,1
870744305509560323,954124423,1
870991273,740983399729401856,1
870991273,954124423,1
871183884788150272,738153522277945344,1
871332288017166337,954124423,1
871506766831296512,302111485,1
871550375735709700,954124423,1
871675133563424768,287843201,1
871870586,954124423,1
872096443082866688,2596413645,1
872140392686399488,376776882,1
872464311075078144,869193235918454786,1
872823881567838208,287843201,1
873235791006314496,847735496633536512,1
873235791006314496,915479678,1
873382159129559040,489762508,1
873608263094370304,954124423,2
873737763941699584,738153522277945344,1
873758990727041024,2596413645,1
874481761194987521,954124423,1
874505142,913113293073432576,1
874538561755901952,841051239408386048,1
874636442290577410,954124423,1
874808244379766784,954124423,1
874880548166094849,302111485,1
876625565809221632,2596413645,1
876825967787999232,954124423,1
876961997451018240,954124423,1
87752427,302111485,1
877603622917464065,3244921294,1
877708605256069120,2596413645,1
877853107165724673,287843201,1
877889653164134400,954124423,1
877945155701149699,954124423,1
878028162063532034,738153522277945344,1
878341188192882688,954124423,1
878541109038694400,740983399729401856,1
878624218732167171,954124423,1
878661462780243968,2596413645,1
878663913478520833,2596413645,1
878997833801752576,2596413645,2
879253239643766784,463256612,1
879389539462258688,302111485,1
879785909490786305,782992706616393729,1
880135973312573445,954124423,1
880581516,2596413645,1
880614285390430208,738153522277945344,1
88063821,954124423,1
880734784980488193,78523300,1
880884690667925505,869193235918454786,1
881156166243553280,302111485,1
881969469115035648,955730343021219840,1
882396571861569536,954124423,1
88246457,954124423,1
882648784622235650,2596413645,1
882742051883937792,4501155257,1
883113524506935296,813914393788481540,1
883130484871573504,738153522277945344,1
883342442996617217,954124423,1
884039986466754560,2261726353,1
884039986466754560,49946953,1
884905824556023809,3244921294,2
884977514648678401,302111485,1
885055285441822720,954124423,1
885511256999940096,302111485,1
885531111559921664,954124423,1
885873862646345729,954124423,1
885902045089288192,954124423,1
886237854585769985,954124423,1
886262776427053057,954124423,1
886722375865298945,302111485,1
886764335074115584,302111485,1
887102582216204288,76184375,1
887321205316956160,954124423,1
887581117,618011830,1
887823206,954124423,1
888522257693331457,738153522277945344,1
888528213818867712,2596413645,1
888720709228396544,954124423,1
888971406,2596413645,1
889422357584130048,2596413645,1
889474596,954124423,1
890539451813945344,287843201,1
890609719106260992,2596413645,1
890656822515728384,777949367328210944,1
891140999824773123,954124423,1
891530128848633856,954124423,1
892119839971594241,954124423,1
892521015917633536,806465743957225474,1
894099544207765505,3244921294,1
894665712312111104,954124423,1
894880818828627968,738153522277945344,1
894934015035224065,302111485,1
895396081747537925,304123273,1
89559652,2596413645,2
895618667257487361,954124423,1
895792087010091008,4330569813,1
896000211000020992,33519870,1
896147977127034880,954124423,1
896313607750795265,813914393788481540,1
896496375969533952,914534536083632128,1
897231271004258304,98996662,1
897501598162669570,954124423,1
897619242,2481491973,1
897619242,897619242,1
897619242,932974414412607488,1
897972900082335744,954124423,1
898269768691724289,813914393788481540,1
898830955,19017675,1
898830955,19739126,1
898830955,25073877,1
898830955,26028938,1
898830955,65493023,1
898830955,730693248147030016,1
898830955,78523300,1
89973857,954124423,1
899947195,3244921294,1
901020894507581441,287843201,1
901577784690176002,3244921294,1
90182089,2596413645,1
901957264625602562,287843201,1
902281437499363328,2596413645,1
902407077754060800,954124423,1
903192120370102272,67813133,1
903211979283865600,738153522277945344,3
903386195207626752,18118505,1
