source,target,weight
2205074005,954124423,1
2210025992,2596413645,1
2210316832,302111485,1
2215907570,302111485,1
2217054002,954124423,1
2218271485,954124423,1
22191566,302111485,1
2220926125,954124423,1
2222497256,954124423,1
2222540936,248829087,1
2222963984,1006432927,1
2224371960,2596413645,1
2225827864,3244921294,1
2226901302,869193235918454786,1
2227319840,954124423,1
2227806051,869193235918454786,1
222841697,2596413645,1
223005952,954124423,1
2230595921,954124423,1
223263548,3244921294,1
2233717486,954124423,1
2235443379,302111485,1
2236728919,954124423,1
2237851962,282055947,2
2238594055,42512548,1
2239281668,180113275,1
2244097661,869193235918454786,1
2245635728,2177097448,1
2249391032,15738333,1
2249391032,1877831,1
2249391032,2422775929,2
2249391032,715070784,1
2249391032,757355116785577984,1
2249391032,802263507597139968,1
2249391032,91640970,1
2252899982,18118505,2
22564891,287843201,1
2256982358,3089155533,1
2258870403,3244921294,1
2267283621,954124423,1
2268950507,954124423,1
227778796,954124423,1
2278261956,954124423,1
22789029,287843201,1
228537830,228537830,1
2290222724,2290222724,1
2290267526,287843201,1
2291415745,302111485,1
2292239575,287843201,1
2293672285,813914393788481540,1
2300079561,2294164346,1
2300079561,2354267928,1
2300079561,303815965,1
2300079561,532420671,1
2300079561,64353966,1
2300520632,18118505,1
2300551194,2596413645,1
2302167888,2596413645,1
2304546407,954124423,1
230913245,954124423,1
2315896393,738153522277945344,1
2319991947,954124423,1
232086491,302111485,1
23219627,954124423,1
2323670113,820670672850604032,1
2324546527,2596413645,1
232498181,954124423,1
2326025568,3244921294,2
232683387,302111485,1
2327757307,738153522277945344,1
2327858006,287843201,1
2329260715,954124423,1
2331815826,869193235918454786,1
23338145,2596413645,1
23338145,738153522277945344,1
2335477956,3306484243,1
2337160702,98996662,1
2337543318,2596413645,1
2337814978,302111485,1
23378226,954124423,1
234023624,954124423,1
23406173,2596413645,1
234690126,1071964740,1
2353019522,2897665331,1
2354132022,738153522277945344,1
23544979,2596413645,2
2355810897,738153522277945344,1
235884173,813914393788481540,1
235941736,282055947,1
235941736,3244921294,1
2361379644,302111485,1
2365395165,586163145,1
2365742752,108524355,1
2366196514,954124423,1
2367966216,1659267216,1
2367966216,954124423,1
237111933,954124423,1
2371418706,98996662,1
2371811728,3244921294,1
2374771115,2596413645,1
2376574058,2596413645,2
23779467,954124423,1
237978735,302111485,1
2380337685,248829087,1
2380832109,954124423,1
2382362076,869193235918454786,1
2383241095,954124423,1
2384374854,954124423,1
2387572854,869193235918454786,1
23897285,954124423,1
2392916593,1071964740,1
2393325888,954124423,1
2396724018,435725661,1
2398192131,954124423,1
239915812,302111485,1
2400931220,3375577991,1
2403232670,302111485,1
2414616132,2596413645,1
2414816617,869193235918454786,1
2415793986,954124423,1
2417385907,287843201,1
2417571550,954124423,1
2424571394,954124423,1
2427496782,738153522277945344,1
2427736777,3089155533,1
2428742198,869193235918454786,1
2429505392,2596413645,1
2429505392,954124423,1
243428717,302111485,1
2434742580,302111485,1
2434843418,954124423,1
2437183007,954124423,1
2443337978,2596413645,1
2445629773,735086172,1
24470014,302111485,1
2447038212,954124423,1
244900398,954124423,1
2449460124,869193235918454786,1
2451324481,930623344529100800,1
2451995432,869193235918454786,1
2452076552,302111485,1
24562167,302111485,1
2457938407,287843201,1
2460291401,738153522277945344,1
2462017200,302111485,1
2464692240,1071964740,1
2464692240,2459717767,1
2464692240,3244921294,3
2464692240,847735496633536512,1
2466788713,954124423,1
247130062,954124423,1
247495419,105327432,1
2477869141,954124423,1
2480776827,302111485,1
24892986,302111485,1
2490929974,2596413645,1
2492460663,18118505,1
2496253815,1387804657,1
2499000032,954124423,1
2499275057,287843201,1
2499388764,954124423,1
2503516480,869193235918454786,1
2511436555,954124423,1
251386628,740983399729401856,1
251386628,813914393788481540,1
2516387257,813914393788481540,1
2519063076,954124423,1
2523194533,248829087,1
252614343,287843201,1
25300494,22790104,1
2530913162,976178440557572096,1
253227576,2596413645,1
2532680672,954124423,1
2540739840,2596413645,1
2542279761,954124423,1
254646188,954124423,1
2548652748,869193235918454786,1
2553478730,913113293073432576,1
2558548092,954124423,1
2561867551,1071964740,1
2561867551,282055947,2
256285593,2596413645,1
2565473791,1387804657,1
2567292679,1071964740,1
256780164,2596413645,2
2569783541,302111485,1
2573418584,954124423,1
2574890250,20808463,1
2574890250,719153440107204608,1
2574890250,802263507597139968,1
2579237814,18118505,1
25808449,954124423,1
258156984,954124423,1
2582790294,842392419446358016,1
2584693238,954124423,1
2584830338,954124423,1
2584990819,302111485,1
2586314449,869193235918454786,1
2592288341,78523300,1
2594560614,282055947,1
2595042980,302111485,1
259582584,738153522277945344,1
2596413645,1147086920,1
2596413645,129235890,2
2596413645,1392951560,1
2596413645,2167674121,1
2596413645,2180485254,1
2596413645,2376574058,1
2596413645,2499005929,1
2596413645,2596413645,3
2596413645,2764999026,1
2596413645,3006600919,1
2596413645,367529999,1
2596413645,3949049181,1
2596413645,4175166177,1
2596413645,492833134,1
2596413645,50769180,1
2596413645,591505507,3
2596413645,615217292,1
2596413645,62306258,1
2596413645,63996778,1
2596413645,713596213564727296,1
2596413645,725064846056640512,1
2596413645,739140970575433728,1
2596413645,752533937038188544,1
2596413645,841023932694171648,1
2596413645,896258742,1
2596413645,9427572,1
2596413645,958064770019741696,1
2596413645,965259182,1
2596413645,966123073928908800,1
2596413645,975217231,1
2598963590,813914393788481540,1
2602708329,3306484243,1
26048553,847176335214678016,1
260721295,302111485,1
260934110,974947345598042113,1
2610615528,23074563,1
2610615528,237366766,1
2610615528,2584797956,1
2610615528,2984077096,1
26111178,287843201,1
2614548015,2596413645,1
261749735,2596413645,2
262449164,463256612,1
262494697,302111485,1
26278305,2596413645,1
2631711473,302111485,1
2639915236,3231049063,1
2646524601,869193235918454786,1
2656384385,954124423,1
266079348,954124423,1
26627121,954124423,1
2672595537,1071964740,1
2672595537,915479678,1
2672595537,919273451743076353,1
26734130,287843201,1
267857282,954124423,1
268430514,1656147890,1
26848626,738153522277945344,1
2687812910,954124423,1
268977908,869193235918454786,1
26900055,2596413645,1
269149295,954124423,1
269174765,954124423,1
269904676,954124423,1
2699447883,954124423,1
2705084526,2596413645,1
270643501,302111485,1
270702302,302111485,1
270746819,738153522277945344,1
271054312,2596413645,1
271407821,955730343021219840,1
271524366,287843201,1
2719044754,954124423,1
272118514,4330569813,2
2725349452,287843201,1
2729747485,2596413645,1
2730024554,847735496633536512,1
2733860961,1659267216,1
2733860961,954124423,1
2738323971,2596413645,2
274137995,302111485,1
274207288,954124423,1
2742141882,78523300,1
2742414729,954124423,1
2744438383,287843201,1
27452645,705165834524696577,1
274753028,2596413645,1
2749531428,954124423,1
27513911,2755430545,1
2756505652,954124423,1
2759676375,813914393788481540,1
2762288549,954124423,1
276488303,954124423,1
2765988623,302111485,1
27660599,954124423,1
27665506,2596413645,1
276980521,586163145,1
2772332236,2596413645,1
2773159478,3244921294,1
2776902234,18118505,3
277714107,937824285841870849,1
277738367,954124423,1
2780785403,954124423,1
2785712249,869193235918454786,1
2786053933,2786053933,1
2786265003,954124423,1
2789628909,78523300,1
2791198228,611428179,1
2792112087,954124423,1
279483612,869193235918454786,1
2796086845,954124423,1
279688526,989813472786571264,1
2801171728,954124423,1
2803537275,2596413645,1
2805857793,954124423,1
2807165956,302111485,1
2811902767,914534536083632128,1
281267803,869193235918454786,1
2817679755,287843201,1
281839079,302111485,1
281857975,3089155533,1
281859476,302111485,1
2821199591,287843201,1
2822230418,954124423,1
282355995,954124423,1
2827425690,954124423,1
2829058668,738153522277945344,1
28350225,302111485,1
2836495286,904267975842295810,1
2837322086,2596413645,1
2837729776,18118505,1
2840988807,869193235918454786,1
284268610,1525739881,1
2843713972,813914393788481540,1
2843735733,869193235918454786,1
2849177364,869193235918454786,1
2849311256,954124423,1
2851032992,954124423,1
285295586,954124423,1
2854571709,869193235918454786,1
2854981967,2596413645,1
2854992642,3089155533,1
2855548101,869193235918454786,1
2857164241,954124423,1
285902442,2596413645,1
285994737,14173315,1
2860885967,954124423,1
2862575417,738153522277945344,1
2865720529,3244921294,1
2867452166,869193235918454786,1
286812557,954124423,1
28688066,302111485,1
2869696906,954124423,1
287843201,26734130,1
287843201,708754152,1
287843201,722528529716383744,1
2879420413,869193235918454786,1
2882125955,302111485,1
2883976453,738153522277945344,1
2884485729,3301735820,1
288639645,869193235918454786,1
2886960807,2596413645,1
2892418731,869193235918454786,1
2892478027,738153522277945344,1
2892677247,108524355,1
2892677247,1912095728,1
2892677247,20808463,1
2892677247,304890233,1
289853015,759297396438425600,1
2899688243,869193235918454786,1
2899880188,954124423,1
2903166449,2596413645,1
2903593337,954124423,1
2904113821,2596413645,1
2906297560,3244921294,1
290684660,954124423,1
2907295805,954124423,1
2908691271,2852359916,1
2914169258,287843201,1
2914169258,954124423,1
2914901872,738153522277945344,1
291923759,954124423,1
292078106,302111485,1
2921247289,282055947,1
2922556139,954124423,1
2923596620,954124423,1
2924384930,954124423,1
2924664475,869193235918454786,1
2926464862,98996662,1
2927236667,168117676,1
2927236667,49946953,1
2927236667,500704345,1
2927236667,824943718302089216,1
2928138359,3244921294,1
2928675806,3244921294,1
293063023,302111485,1
293580185,3244921294,1
2937226916,352184105,1
2937625588,954124423,1
2938592060,813914393788481540,1
2939843444,49946953,1
2941147488,954124423,1
2941468133,954124423,1
294297939,302111485,1
2943948074,287843201,1
2945853544,954124423,1
2946096035,813914393788481540,1
2949051936,2596413645,1
2949485590,302111485,1
29522778,954124423,1
29547555,954124423,1
2956657746,78523300,1
2957816941,302111485,1
2958647719,2596413645,1
2959680796,738153522277945344,1
2962851617,3244921294,1
2965246645,2596413645,1
2966653125,869193235918454786,1
2967414060,1173994100,1
2967626975,954124423,1
2968326713,618011830,1
2976637893,954124423,1
297803355,954124423,1
2979522225,869193235918454786,1
2980011777,3244921294,1
2984543035,869193235918454786,1
29854321,2747816810,1
298595926,790205666916966402,1
2987598244,3089155533,1
2987903478,302111485,1
298790585,302111485,1
2992143947,869193235918454786,1
2992763066,954124423,1
2995500181,1525739881,1
2995924464,302111485,1
2996265084,1325164650,1
2999909453,813914393788481540,1
300276016,954124423,1
3004787197,869193235918454786,1
3008212598,954124423,1
300916291,227852531,1
3010453813,1493926051,1
301212396,954124423,1
3013136483,869193235918454786,1
3014465563,302111485,1
3015178005,738153522277945344,1
30204009,287843201,1
302275690,954124423,1
3029102368,302111485,1
30321533,954124423,1
3034774574,2596413645,1
3036199067,1628459592,1
3036199067,2718381160,1
3036199067,2984077096,1
304058032,954124423,1
3043931737,78523300,1
304716397,871650706381561856,1
3051087726,954124423,1
3052006427,738153522277945344,1
30560038,302111485,1
306076209,915479678,1
3064083423,78523300,1
30651089,954124423,1
307041179,346612013,1
3072809153,1525739881,1
30738569,2596413645,1
3075746718,954124423,1
3076023971,287843201,1
3078716009,954124423,1
308102518,2596413645,1
3082392626,282055947,1
3082486987,302111485,1
3084941190,1169679674,1
3084941190,743796466771202048,1
3084941190,873161211944337409,1
308524859,954124423,1
3086540090,954124423,1
3087215919,954124423,1
3087610824,738153522277945344,1
308791726,954124423,1
3089155533,213513491,2
3089155533,49491544,1
3089898207,869193235918454786,1
3091382410,954124423,1
309513698,869193235918454786,1
3099485283,287843201,1
3103575260,954124423,1
31045732,2596413645,1
3105160903,954124423,1
310563764,954124423,1
3109560272,954124423,1
3115929100,954124423,1
3118875901,914534536083632128,1
3119299111,302111485,1
3119956300,302111485,1
3120333399,78523300,1
312058146,954124423,1
31207796,847735496633536512,1
31246318,2596413645,1
3125581648,1387804657,1
31276000,2596413645,1
3128771203,954124423,1
312879896,813914393788481540,1
3128894447,869193235918454786,1
3129449777,287843201,1
3131183763,302111485,1
313246922,954124423,1
313500158,142679445,1
3136363472,141269460,1
3136363472,2767680652,1
3136363472,83711992,1
314024921,2596413645,1
3140905040,839935334343454720,1
3141860969,2596413645,1
3142695254,302111485,1
3142697678,126758373,1
314721396,3244921294,1
314859237,2994888954,1
315051840,954124423,1
315461934,954124423,1
315477574,738153522277945344,1
3158534490,954124423,1
3159382639,66803143,1
3166178833,738153522277945344,1
316748489,302111485,1
317284206,2596413645,1
3176101,790205666916966402,1
3176101,955730343021219840,1
318046225,954124423,1
3183841828,824943718302089216,1
3186470869,954124423,1
318721919,954124423,1
3189896203,2841998391,1
3191613478,1378000488,1
3197594125,954124423,1
3201754973,954124423,1
320267399,2596413645,1
3207519268,365854454,1
3207575175,302111485,1
321285472,976290950984208384,1
32144891,2596413645,1
32144891,738153522277945344,1
3229939062,2596413645,1
323962554,287843201,1
3241053027,738153522277945344,2
3244921294,312904576,1
3245097480,2841998391,1
3245154117,3244921294,1
325087945,954124423,1
3251294449,869193235918454786,1
3257007001,915479678,1
3260501408,78523300,1
326441040,18118505,1
326456853,2596413645,1
3267126170,4373238021,1
3269366196,954124423,1
327236131,2596413645,1
3273251629,302111485,1
327659422,2596413645,1
3277174213,302111485,1
3281246306,954124423,1
3287961734,869193235918454786,1
3288255523,954124423,1
3292869325,113987669,1
329791991,954124423,1
3299541368,954124423,1
3302455838,282055947,1
3304648199,869193235918454786,1
3304691942,78523300,1
3309652023,954124423,1
3309927150,2596413645,1
3310149825,869193235918454786,1
3310970389,869193235918454786,1
3311015122,954124423,1
3312547906,869193235918454786,1
331288046,78523300,1
3314091134,287843201,1
3314091134,954124423,1
3317524778,302111485,1
33186312,2596413645,1
3319254798,954124423,1
3327130795,2841998391,1
33320422,2596413645,1
33320422,954124423,1
33320546,2596413645,1
33409429,954124423,1
33410754,2596413645,1
334190707,738153522277945344,1
3344453774,973486297338859522,1
3344944154,738153522277945344,1
3345867783,48488561,1
3349883007,2596413645,1
335039054,954124423,1
335100702,935617716702138368,1
3351346877,1071964740,1
3351346877,3244921294,1
3351346877,586163145,1
3355190499,302111485,1
336040688,2596413645,1
336868319,954124423,1
336870041,954124423,1
33687871,954124423,1
3369979276,2596413645,1
337153134,3101985905,1
337153134,898201032332857344,1
3376927462,954124423,1
337884264,954124423,1
3379584303,103105127,1
3384978501,3301735820,1
338531502,954124423,1
3388411199,586163145,1
3389552195,1387804657,1
3393012400,302111485,1
339317034,2596413645,1
3396252537,954124423,1
3397401585,954124423,1
3398547369,2596413645,1
3398844389,813914393788481540,1
3403122035,3244921294,1
34052852,738153522277945344,1
3407378483,954124423,1
3409340355,3306484243,1
3409831509,3306484243,1
3422520022,954124423,1
3427078965,738153522277945344,1
34319044,954124423,1
3433580632,302111485,1
3435940588,954124423,1
343656851,2596413645,1
34386035,2596413645,1
343976212,869193235918454786,1
34409451,954124423,1
345392034,2596413645,1
346292006,813914393788481540,1
347401834,302111485,1
347586568,954124423,1
3481737495,954124423,1
349125840,869193235918454786,1
3500732310,2596413645,1
3514240823,1387804657,1
352509634,913113293073432576,1
353040882,50797952,1
3546108915,954124423,1
35491164,954124423,1
356531362,954124423,1
356612165,78523300,1
3575833755,869193235918454786,1
35809936,954124423,1
35814494,287843201,1
358233532,2596413645,1
3586652594,2596413645,1
358706155,49946953,1
3589705215,869193235918454786,1
359096513,954124423,1
360020063,98996662,1
360308302,2596413645,1
360511222,954124423,1
360680969,78523300,1
3613841416,302111485,1
3621185235,869193235918454786,1
36234820,302111485,1
3624648676,954124423,1
3628084519,302111485,1
3628767612,954124423,1
36313598,954124423,1
363360340,1250732774,1
3636908655,302111485,1
3641968099,2596413645,1
364268058,302111485,1
364610603,954124423,1
3648811994,2596413645,1
365654032,302111485,1
365854454,116754180,1
365854454,19923144,1
3659877928,954124423,1
367391637,302111485,1
36807938,302111485,1
368297000,365854454,1
3683971032,954124423,1
3684291555,3244921294,1
3709329729,25202268,1
3709329729,45265619,1
3709329729,608471241,1
37104581,302111485,1
371072641,954124423,1
371794116,475555104,1
3720358152,954124423,1
372813869,302111485,1
372998325,2596413645,1
3735364760,104444559,1
37427532,25860633,1
3743411477,4717892303,1
3743411477,78523300,1
3743411477,879352549178060800,1
374820535,869193235918454786,1
375696105,813914393788481540,1
3762456856,2596413645,1
3762750612,954124423,1
376748053,954124423,1
377156370,302111485,1
3773780358,954124423,1
3774532275,869193235918454786,1
378243066,954124423,1
37894015,3302455838,1
379000801,954124423,1
379511585,302111485,1
3799846158,2596413645,1
38027424,954124423,1
3809156482,586163145,1
38109190,2596413645,1
3812437692,738153522277945344,1
381321514,954124423,1
3814004733,2596413645,1
381532454,2596413645,1
382630039,738153522277945344,1
38272228,738153522277945344,1
382811232,738153522277945344,1
383641543,738153522277945344,1
3836463448,3089155533,1
384094961,2596413645,1
384434800,954124423,1
384582545,954124423,1
384592142,3306484243,1
38554160,2596413645,1
3863081907,1398470437,1
3863081907,2339238427,1
3863081907,920725535818358785,1
3865350315,813914393788481540,1
386874495,98996662,1
387813577,1000609869626474499,1
387813577,1209148250,1
387813577,1226167963,1
387813577,1245464784,1
387813577,3387644315,1
387813577,499230066,2
387813577,850408392925499392,1
387813577,984076515162779649,1
387813577,992815868345307137,1
3885297494,2596413645,1
3885412152,954124423,1
3886099279,2596413645,1
3886339994,78523300,1
3894565992,954124423,1
3905580854,881515220065292288,1
3914878160,1600284906,1
3917291002,813914393788481540,1
391845440,2596413645,1
392340964,2596413645,1
392537035,954124423,1
39295587,954124423,1
392997096,954124423,1
393190233,2596413645,1
394007526,869193235918454786,1
3958215027,738153522277945344,1
3963688993,302111485,1
396572282,738153522277945344,1
396921825,954124423,1
3974933355,21201150,1
39789671,2596413645,1
400444178,3244921294,2
4006650737,954124423,1
400798557,954124423,1
4019441069,954124423,1
40222517,2596413645,1
402744581,954124423,1
402866649,915479678,1
403089515,302111485,1
403436252,3244921294,1
403693672,954124423,1
40378886,2596413645,1
403814766,302111485,1
4046198833,738153522277945344,1
404794945,738153522277945344,1
4054516822,801534913254195200,1
4061819614,954124423,1
4068330861,954124423,1
407243453,738153522277945344,1
4077784348,869193235918454786,1
408923032,738153522277945344,1
409697836,954124423,1
4100525847,738153522277945344,1
41029225,302111485,1
4109338873,712036384962420737,1
4109338873,93399809,1
4115888592,954124423,1
4118915187,869193235918454786,1
41226562,302111485,1
412522465,954124423,1
41421038,2596413645,1
414563038,2832008143,1
4150911455,954124423,1
415899014,2596413645,1
416188366,869193235918454786,1
4166090062,954124423,1
4172714567,954124423,1
4185143260,954124423,1
4185510494,2596413645,1
418723922,954124423,1
419654955,738153522277945344,1
4197638673,954124423,1
42037660,954124423,1
420629175,180113275,1
420629175,984306183476535296,1
4214916976,954124423,2
4215316033,954124423,1
42166999,302111485,1
42171187,738153522277945344,1
4218752428,287843201,1
42284908,954124423,2
