id,media_id,type,url
991810393034158080,991800959134240768,video,https://pbs.twimg.com/ext_tw_video_thumb/991800959134240768/pu/img/PQPXtqE_KJ_a7qJU.jpg
991905348763111424,991905342240903169,photo,https://pbs.twimg.com/media/DcP0p0cU0AETMRl.jpg
991991298310615040,991991289192198144,photo,https://pbs.twimg.com/media/DcRC0lyVMAAcBrC.jpg
991822144081420293,991815493366431745,video,https://pbs.twimg.com/media/DcOjLeuVMAEDhN5.jpg
992014695895896065,992014692846620672,photo,https://pbs.twimg.com/media/DcRYG3MXUAA3crt.jpg
992016695014363137,992016692455895042,photo,https://pbs.twimg.com/media/DcRZ7QUXcAIAx3u.jpg
992016549954379776,992016526797692929,photo,https://pbs.twimg.com/media/DcRZxnMX4AELIAO.png
989456148964216832,989453110635630593,video,https://pbs.twimg.com/ext_tw_video_thumb/989453110635630593/pu/img/up0VEbe0n8lhjMx4.jpg
992029500409032704,992029400047783936,photo,https://pbs.twimg.com/media/DcRle7yXkAA5ui_.jpg
991826645358002176,991826393519423488,video,https://pbs.twimg.com/media/DcOtBrlV0AE1ac7.jpg
992052466551349249,992050096211709952,video,https://pbs.twimg.com/ext_tw_video_thumb/992050096211709952/pu/img/_4K5BW7LRCkWsvtZ.jpg
992059217443016706,992059181992742912,photo,https://pbs.twimg.com/media/DcSAkeLXkAA_X1S.jpg
992011382106345473,991955319021555713,video,https://pbs.twimg.com/ext_tw_video_thumb/991955319021555713/pu/img/_MFmBTzc3--_SI_T.jpg
992059850791235585,992059845355495425,photo,https://pbs.twimg.com/media/DcSBLFZX4AEtUQ7.jpg
991832735634329601,991832666713419776,photo,https://pbs.twimg.com/media/DcOyjjAU8AAGyks.jpg
991832735634329601,991832692097339392,photo,https://pbs.twimg.com/media/DcOylBkU0AAsZj6.jpg
991832735634329601,991832717435199488,photo,https://pbs.twimg.com/media/DcOymf9V4AA1zgj.jpg
991256105799086081,991256102938529793,photo,https://pbs.twimg.com/media/DcGmLHkW0AEv9vU.jpg
