id,url,host
991102360733745157,https://twitter.com/i/web/status/991102360733745157,twitter.com
991686033669488640,https://twitter.com/i/web/status/991686033669488640,twitter.com
991691846731649025,https://twitter.com/i/web/status/991691846731649025,twitter.com
991694254278959104,http://www.samanyoluhaber.com/aym-cezaevinde-kitap-yasagini-hukuka-aykiri-buldu-haberi/1305645/,www.samanyoluhaber.com
991512017667174400,https://twitter.com/i/web/status/991512017667174400,twitter.com
991699086108577792,https://twitter.com/carrieksada/status/991512017667174400,twitter.com
991476607251460096,https://twitter.com/i/web/status/991476607251460096,twitter.com
991553694788476928,https://twitter.com/i/web/status/991553694788476928,twitter.com
991640533771534337,https://twitter.com/i/web/status/991640533771534337,twitter.com
991431912953733121,https://twitter.com/stargazete/status/991431323716857857,twitter.com
991705917476474881,https://twitter.com/i/web/status/991705917476474881,twitter.com
991521489731182592,http://www.diken.com.tr/chp-iyi-parti-saadet-ve-dp-anlasti-muhalefetten-demokrasi-ittifaki/,www.diken.com.tr
991698032214396928,https://twitter.com/i/web/status/991698032214396928,twitter.com
991707064283156480,https://twitter.com/i/web/status/991707064283156480,twitter.com
990386281288028160,https://twitter.com/i/web/status/990386281288028160,twitter.com
991570087474745344,https://twitter.com/i/web/status/991570087474745344,twitter.com
991644298209906688,https://twitter.com/i/web/status/991644298209906688,twitter.com
991723996054937601,https://twitter.com/i/web/status/991723996054937601,twitter.com
991724352595996672,https://twitter.com/i/web/status/991724352595996672,twitter.com
991693417624334342,https://twitter.com/i/web/status/991693417624334342,twitter.com
991358988536119296,https://twitter.com/i/web/status/991358988536119296,twitter.com
988146901173329921,https://twitter.com/i/web/status/988146901173329921,twitter.com
991725587860459520,https://twitter.com/i/web/status/991725587860459520,twitter.com
991689003408740352,https://twitter.com/i/web/status/991689003408740352,twitter.com
991737676507250693,https://twitter.com/i/web/status/991737676507250693,twitter.com
991739789404721152,https://twitter.com/i/web/status/991739789404721152,twitter.com
991741628942602241,http://azov.press/ukr/polk-azov-vidsvyatku-chetvertu-richnicyu-stvorennya-pidrozdilu-v-berdyans-ku,azov.press
991741628942602241,https://twitter.com/i/web/status/991741628942602241,twitter.com
991370923524673536,https://twitter.com/i/web/status/991370923524673536,twitter.com
991413646625574912,https://twitter.com/i/web/status/991413646625574912,twitter.com
991744342657323008,https://twitter.com/i/web/status/991744342657323008,twitter.com
868018699617406976,https://twitter.com/i/web/status/868018699617406976,twitter.com
991710184492978177,https://bit.ly/2FAobOt,bit.ly
991745345100148737,https://twitter.com/offensivemem3s_/status/991742389214765057,twitter.com
991600764006125568,https://twitter.com/i/web/status/991600764006125568,twitter.com
991649284859879424,https://twitter.com/i/web/status/991649284859879424,twitter.com
991698547769774080,https://twitter.com/i/web/status/991698547769774080,twitter.com
991663540900687873,http://www.dailymail.co.uk/news/article-4823870/Police-chief-says-non-English-speaking-victims-priority.html,www.dailymail.co.uk
991747353467146243,http://mikeflynndefensefund.org,mikeflynndefensefund.org
991749887510401024,https://twitter.com/i/web/status/991749887510401024,twitter.com
991715413179424768,https://twitter.com/i/web/status/991715413179424768,twitter.com
991727699344244736,https://twitter.com/i/web/status/991727699344244736,twitter.com
991732007859310592,https://twitter.com/P24DavaTakip/status/991671768862658561,twitter.com
991753565935812609,http://blog.goo.ne.jp/shishisamurai/e/983556135c9c1624676d10c2bd3d6fa2,blog.goo.ne.jp
991755157447888896,https://kurdistan-au-feminin.fr/2018/05/02/ilham-ahmed-promesses-internationales-afrin/,kurdistan-au-feminin.fr
991755157447888896,https://twitter.com/i/web/status/991755157447888896,twitter.com
991755549812412417,https://twitter.com/i/web/status/991755549812412417,twitter.com
991241865297997824,https://twitter.com/i/web/status/991241865297997824,twitter.com
991385657972084737,https://twitter.com/i/web/status/991385657972084737,twitter.com
991603649540427776,https://twitter.com/i/web/status/991603649540427776,twitter.com
991748634130731009,https://twitter.com/i/web/status/991748634130731009,twitter.com
991669454823141376,https://twitter.com/i/web/status/991669454823141376,twitter.com
991760544557359104,https://twitter.com/i/web/status/991760544557359104,twitter.com
991761514137817095,https://twitter.com/i/web/status/991761514137817095,twitter.com
991745264191987713,https://twitter.com/i/web/status/991745264191987713,twitter.com
991759556983316482,https://twitter.com/i/web/status/991759556983316482,twitter.com
991763619661697024,https://twitter.com/i/web/status/991763619661697024,twitter.com
991013394315608064,https://bazonline.ch/19400225,bazonline.ch
991686117186469889,https://twitter.com/i/web/status/991686117186469889,twitter.com
991431323716857857,https://twitter.com/i/web/status/991431323716857857,twitter.com
991450765154807808,https://twitter.com/stargazete/status/991431323716857857,twitter.com
982999654202859520,http://linkshrink.net/7VnFls,linkshrink.net
982999654202859520,https://twitter.com/i/web/status/982999654202859520,twitter.com
991747918095880193,https://twitter.com/i/web/status/991747918095880193,twitter.com
991783127386345476,http://www.hawarnews.com/kr/haber/cete-li-ser-parvekirina-maln-efrn-bi-hev-ketin-kust-hene-h2061.html,www.hawarnews.com
991770495614939137,https://twitter.com/i/web/status/991770495614939137,twitter.com
991782224331714561,https://twitter.com/i/web/status/991782224331714561,twitter.com
991785220348227585,https://twitter.com/carrieksada/status/991719202208690177,twitter.com
991785562158895106,https://go.usa.gov/xQ93v,go.usa.gov
991766516315115522,https://twitter.com/Iazyboy/status/991413256714641410,twitter.com
991690248399794176,https://twitter.com/i/web/status/991690248399794176,twitter.com
991788034726260736,https://youtu.be/z3rKpfu7uko,youtu.be
991644818173546496,https://odatv.com/sarayin-basdanismani-bulut-genel-af-cikaralim-02051842.html,odatv.com
991705006473662464,https://twitter.com/odatv/status/991644818173546496,twitter.com
991775888290340865,http://yeniozgurpolitika.org/index.php?rupel=nuce&id=86676#.WuoeoXiopAs.twitter,yeniozgurpolitika.org
991370480962691072,https://twitter.com/i/web/status/991370480962691072,twitter.com
991787572337823744,https://www.sozcu.com.tr/2018/dunya/cianin-ilk-kadin-direktorunun-turkce-detayi-ortaya-cikti-2383840/,www.sozcu.com.tr
991789265989324800,https://twitter.com/gazetesozcu/status/991787572337823744,twitter.com
991746850184224768,https://twitter.com/i/web/status/991746850184224768,twitter.com
991796326860902400,https://twitter.com/ICafrinresist/status/991746850184224768,twitter.com
991796880404369409,https://twitter.com/i/web/status/991796880404369409,twitter.com
991796968568643584,https://twitter.com/offensivemem3s_/status/991790291114917890,twitter.com
991797923322134528,https://twitter.com/aklingozu/status/712620572249890816,twitter.com
929124219383840769,https://twitter.com/i/web/status/929124219383840769,twitter.com
991802857392238594,https://twitter.com/AmyMek/status/929124219383840769,twitter.com
991789368913416192,https://www.yenisafak.com/yazarlar/bulentorakoglu/mitin-yurt-disi-operasyonlarda-basarisinin-sirri-2045490,www.yenisafak.com
991802799628476416,https://twitter.com/i/web/status/991802799628476416,twitter.com
991597941289881600,https://twitter.com/i/web/status/991597941289881600,twitter.com
991730160763207680,http://yenihamle.com/2018/05/02/babasi-tutuklu-bulundugu-icin-tedavi-ettirilemeyen-burak-hayatini-kaybetti/,yenihamle.com
