author_id,tweet_id,time_zone,utc_offset,access
3686488635,992847499135193088,Eastern Time (US & Canada),-14400,2018-05-05 19:24:24
954124423,992609748875988997,Atlantic Time (Canada),-10800,2018-05-05 13:45:52
287843201,992766369585344512,America/Los_Angeles,-25200,2018-05-05 20:29:26
465840000,992863865301012482,Pacific Time (US & Canada),-25200,2018-05-05 20:29:26
302111485,992969974313439233,Eastern Time (US & Canada),-14400,2018-05-06 03:51:13
200725445,992975043708645376,Eastern Time (US & Canada),-14400,2018-05-06 03:51:13
3244921294,992843689868308480,Pacific Time (US & Canada),-25200,2018-05-06 03:51:21
3244921294,992885244666753024,Pacific Time (US & Canada),-25200,2018-05-06 03:51:21
2596413645,992787388161142785,Pacific Time (US & Canada),-25200,2018-05-05 15:50:43
302111485,992969974313439233,Eastern Time (US & Canada),-14400,2018-05-06 08:41:12
1656147890,992974508599504896,Atlantic Time (Canada),-10800,2018-05-06 08:41:12
268430514,993048020395679746,Central Time (US & Canada),-18000,2018-05-06 08:41:12
98996662,992143887249694720,Eastern Time (US & Canada),-14400,2018-05-05 20:30:17
98996662,992922615890305024,Eastern Time (US & Canada),-14400,2018-05-06 00:48:21
445714821,992929023792680960,Pacific Time (US & Canada),-25200,2018-05-06 00:48:21
955730343021219840,992857896659668992,Pacific Time (US & Canada),-25200,2018-05-05 20:30:36
722904913034907650,992864158902202368,Pacific Time (US & Canada),-25200,2018-05-05 20:30:36
98996662,992114782491770881,Eastern Time (US & Canada),-14400,2018-05-05 13:46:05
2926464862,992762358958354432,Eastern Time (US & Canada),-14400,2018-05-05 13:46:05
25300494,993118212081573890,Central Time (US & Canada),-18000,2018-05-06 13:20:07
2596413645,992917321881604096,Pacific Time (US & Canada),-25200,2018-05-06 11:14:43
726842340640362497,993086654146596864,Pacific Time (US & Canada),-25200,2018-05-06 11:14:43
1071964740,993155965133447168,Stockholm,7200,2018-05-06 16:33:13
919273451743076353,993166807275048961,Pacific Time (US & Canada),-25200,2018-05-06 16:33:13
871650706381561856,951618075308318720,Pacific Time (US & Canada),-25200,2018-05-06 14:26:45
954124423,993164260632092672,Atlantic Time (Canada),-10800,2018-05-06 20:53:09
146792585,993232221669642240,Eastern Time (US & Canada),-14400,2018-05-06 20:53:09
2596413645,993228192042270720,Pacific Time (US & Canada),-25200,2018-05-06 20:53:51
2167674121,993231578212941824,Central Time (US & Canada),-18000,2018-05-06 20:53:51
2596413645,993228192042270720,Pacific Time (US & Canada),-25200,2018-05-06 20:55:43
954124423,993164260632092672,Atlantic Time (Canada),-10800,2018-05-06 18:48:58
33687871,993200969893711872,Pacific Time (US & Canada),-25200,2018-05-06 18:48:58
3140905040,992780142782054403,Pacific Time (US & Canada),-25200,2018-05-05 14:56:45
3244921294,993077268061786112,Pacific Time (US & Canada),-25200,2018-05-06 12:23:32
954124423,993186841745641472,Atlantic Time (Canada),-10800,2018-05-06 19:54:30
337884264,993217461880283141,Central Time (US & Canada),-18000,2018-05-06 19:54:30
813914393788481540,992780528679096320,Pacific Time (US & Canada),-25200,2018-05-05 14:58:17
216986913,962904934122512384,Eastern Time (US & Canada),-14400,2018-05-05 14:58:30
982227479657000960,992780583200804864,Pacific Time (US & Canada),-25200,2018-05-05 14:58:30
954124423,993186841745641472,Atlantic Time (Canada),-10800,2018-05-06 21:00:47
586163145,993049603820982272,Athens,10800,2018-05-07 00:07:31
134350521,993017588610469888,Berlin,7200,2018-05-06 11:23:21
248829087,993020347569135616,Athens,10800,2018-05-06 11:23:21
954124423,993221198803800064,Atlantic Time (Canada),-10800,2018-05-06 21:01:13
489762508,992827615659675648,Hawaii,-36000,2018-05-07 00:08:13
954124423,993159442601570304,Atlantic Time (Canada),-10800,2018-05-07 00:08:50
2596413645,993228192042270720,Pacific Time (US & Canada),-25200,2018-05-06 21:02:30
968179997038071809,993234574665711616,Pacific Time (US & Canada),-25200,2018-05-06 21:02:30
954124423,993186841745641472,Atlantic Time (Canada),-10800,2018-05-06 21:02:48
738153522277945344,992912379150090240,Pacific Time (US & Canada),-25200,2018-05-06 10:51:02
282055947,993078571659939840,Amsterdam,7200,2018-05-06 10:52:25
954124423,993159442601570304,Atlantic Time (Canada),-10800,2018-05-06 20:00:29
954124423,993186841745641472,Atlantic Time (Canada),-10800,2018-05-07 03:22:09
954124423,993186841745641472,Atlantic Time (Canada),-10800,2018-05-06 20:00:35
3089155533,967789470073401344,Bern,7200,2018-05-07 01:16:59
955730343021219840,993142758696202240,Pacific Time (US & Canada),-25200,2018-05-06 18:57:22
