id,original_tweet_id,retweeted_date,author_id,original_author_id,screen_name,original_screen_name
991772314441265152,991181689631264769,2018-05-02 20:12:00,4205159787,1222973785,mysticmac73,Clankity
991772318669029376,991767240469987328,2018-05-02 20:12:01,890281637245849603,2747554262,selfloverb,imaybesarah
992668217792520193,992497457216008193,2018-05-05 07:32:00,515080360,1312367672,TapppBabyyy,MySportsUpdate
991772318652420097,990781228239339521,2018-05-02 20:12:01,497127561,894172301905625088,kayymichele_,cottoncandaddy
992668217804980224,990569987915091968,2018-05-05 07:32:00,879962125954842624,615140332,7300858tr1,DominantDolly
992668217809293317,992667807325270016,2018-05-05 07:32:00,1116297008,905823940467142656,ivanmeacci,projetofftricqk
991772318648152064,991770739887009792,2018-05-02 20:12:01,4321461263,395843142,sophlanee,touchdalight
991772318648229889,991738498565705728,2018-05-02 20:12:01,190809029,2573480784,FocusOnQuality,MalcolmNance
992668217783992320,992664323595161600,2018-05-05 07:32:00,984018312832090112,945384167243747328,komali_sharma,MoonaGOT7
991772318648229889,991738498565705728,2018-05-02 20:12:01,190809029,2573480784,FocusOnQuality,MalcolmNance
992668217779732481,953999113690923009,2018-05-05 07:32:00,1274448482,849314253068795906,FriendUEFA,blackpinktales
992668217804967936,992645600566022144,2018-05-05 07:32:00,892017667137126400,2312262702,Selvakrishnan27,IndiaHistorypic
992668217779765248,992111528244662273,2018-05-05 07:32:00,398144632,1620421393,SuneoTon,NoraVonNotABird
992668221965815809,991725325489876993,2018-05-05 07:32:01,708777903253757952,807571205733683200,Sarasicus,archivesjk
991772318648193027,991771601791275011,2018-05-02 20:12:01,1059053738,1038966079,Jewelapplesauce,Enrique_dopest
991772318652358657,991717295314567168,2018-05-02 20:12:01,863109917011566594,2340216361,MossleyHill_BLP,CllrBMurray
991772318652358657,991717295314567168,2018-05-02 20:12:01,863109917011566594,2340216361,MossleyHill_BLP,CllrBMurray
992668221974069248,992598143593201664,2018-05-05 07:32:01,992658788153933824,17471628,michaele07haley,bhramabull
991772318652420096,991770572525854720,2018-05-02 20:12:01,492183670,779449919199440896,shannongeddes4,KaitHarrisonn
992668221986648065,992649706311471104,2018-05-05 07:32:01,954406838258229249,580928629,gamer_liberal,JamieMoranUK
992668221978198016,992652011077222402,2018-05-05 07:32:01,359413975,4642092682,TheSarasJain,anandrai177
991772318652420096,991770572525854720,2018-05-02 20:12:01,492183670,779449919199440896,shannongeddes4,KaitHarrisonn
991772322829750272,991770739601797120,2018-05-02 20:12:02,260819964,555031989,freetoopt,Ronald_vanLoon
992668221978415104,992667887671365634,2018-05-05 07:32:01,312830299,373940711,ashyb87,RyanGrant01
992668221969915905,992484187885088769,2018-05-05 07:32:01,446773104,15934076,josieegami,quintabrunson
992668221969915905,992484187885088769,2018-05-05 07:32:01,446773104,15934076,josieegami,quintabrunson
992668221982593025,992624018854498305,2018-05-05 07:32:01,379450850,13213122,Yblood90,Deadspin
992668221965713409,992649778990202880,2018-05-05 07:32:01,3135753164,3259381375,_derickajanae,thatsbellayt
991772322863316993,991490726541213696,2018-05-02 20:12:02,707568079,755199669588733952,cherrybomb18__,blindsiren
991772322850893829,907954025798172673,2018-05-02 20:12:02,628883065,874320506790563840,Ayee_MrCarter,moriahmillsss
991772318648229890,991733559286206466,2018-05-02 20:12:01,185399911,956541673395359744,rrakesh2685,HighlySkilledUK
992668221965713409,992649778990202880,2018-05-05 07:32:01,3135753164,3259381375,_derickajanae,thatsbellayt
991772322829922305,991667853500788736,2018-05-02 20:12:02,3419641,13784592,bingaman,nprmusic
991772322838269952,991621326963134464,2018-05-02 20:12:02,3427589099,932423095675211778,albug56,TruthMaga
991772327040831488,991312342884462596,2018-05-02 20:12:03,883714299964739585,2633163387,queer_i_am,stay_chxll
991772327024185344,991056689917906945,2018-05-02 20:12:03,527805581,33519870,RashedAlazzeh,cjwerleman
991772327032639493,991771325176967171,2018-05-02 20:12:03,436383630,221377111,bebo_pearly,WelBeast
992668226176798721,992648055584256001,2018-05-05 07:32:02,3098767026,2996825334,OfficialMaeG,hotIinebands
992668230392180736,992660505222438912,2018-05-05 07:32:03,194199866,97121056,MikoCheeeeeks,_C2b
992668230392180736,992660505222438912,2018-05-05 07:32:03,194199866,97121056,MikoCheeeeeks,_C2b
991772327019937792,991770574669139969,2018-05-02 20:12:03,1193316552,17208213,AmbiosLtd,SoilAssociation
991772327057723402,991483808443781120,2018-05-02 20:12:03,358945504,176270662,cherieamourr_,Baddicey
992668230366908417,991783776723271682,2018-05-05 07:32:03,2873684556,1849574124,JacobBynum29,sydneydavisss
992668230383697920,992657548988698625,2018-05-05 07:32:03,968498294036090880,2383638648,Sycamore1989,Invacio
992668230358482944,992034554520199168,2018-05-05 07:32:03,1666766449,231910743,pzavala20,rudexgyal
991772327057739776,991759753117294592,2018-05-02 20:12:03,744722778411016193,1109968586,hannahlesser1,emmachambie
991772331235201024,991255009412157440,2018-05-02 20:12:04,576530287,755186987238293504,mamma_earth,_Baatile
991772331243487232,991724967376179200,2018-05-02 20:12:04,35247174,952670149,jenirwinauthor,WeissJsw819
992668230358482944,992034554520199168,2018-05-05 07:32:03,1666766449,231910743,pzavala20,rudexgyal
991772331222560768,991772268295487488,2018-05-02 20:12:04,2259535579,7587032,JettGoldsmith,SkyNews
992668230354259968,992432698873413632,2018-05-05 07:32:03,950288451034742784,990506520453435392,baekyourway,CHLOPPYCAKE
992668230371033088,992639202369130496,2018-05-05 07:32:03,967556794758217728,571896342,AimiTriple,kpoplover727
991772331252092932,991556167271886853,2018-05-02 20:12:04,949399665191063554,1408959662,marianakarklin,electricpunany
991772331218481152,991771809329614849,2018-05-02 20:12:04,804411129686540290,627673190,its_goodnewsken,ChampionsLeague
992684575594876928,992623706932297728,2018-05-05 08:37:00,872929665446445057,883974720697147393,smmasj113,OneAhgaseGot7
991772331218538496,991771037850357760,2018-05-02 20:12:04,791667571359612928,991736585581486081,Queens11_,1872Freddie
992668234586427392,992207009641631745,2018-05-05 07:32:04,925765721371619333,2363936050,AeroPolicy,ILoveBeinBlack
992684575578091520,992679033623269376,2018-05-05 08:37:00,794592187929399298,459998804,oinde_a,mzaziwillytuva
991788672256167937,991585792735793152,2018-05-02 21:17:00,476675485,1561123663,Safuan_Tojo,brfootball
992684575557083137,991789751920455680,2018-05-05 08:37:00,533339668,985622323054170113,AxelBa2s,MrSuicideside
992684575557079040,992289385079963648,2018-05-05 08:37:00,352302220,2962580639,Kgomotsoh_,Idris_RSA
991788672256274438,991785297221472256,2018-05-02 21:17:00,4467736094,860592094687219713,caseycallahan51,AWolfRuss
991788672260497408,991784510294544390,2018-05-02 21:17:00,855972881049698304,78361556,maggiesmumbles,EcoWatch
991772331218472960,991743141324709894,2018-05-02 20:12:04,783497068463521793,759229410465677312,tinyenriquez,Trin_trin11
991788672243634177,991788665625030656,2018-05-02 21:17:00,213339721,17445813,itknowingness,DarkReading
991772331218472960,991743141324709894,2018-05-02 20:12:04,783497068463521793,759229410465677312,tinyenriquez,Trin_trin11
992668234577952768,992654554834481152,2018-05-05 07:32:04,959097915124867073,2911004630,D_ayu3097,Jin_Butterfly
992668234548641793,991809847724306432,2018-05-05 07:32:04,862278331,495498513,AtouD2,sammy_smooth
992684575557025792,992456556565422081,2018-05-05 08:37:00,2853839441,1954402777,BabaGrumpy,thecableng
991772335433756673,991738790929715202,2018-05-02 20:12:05,2978718017,900093468357402630,AbdulAlim74,UmmAlMumineen
991772335425380353,991750422741299206,2018-05-02 20:12:05,830450503175778305,4226142771,Captain_Shines,ModricFX
991788676429565952,991788278792839168,2018-05-02 21:17:01,3306650878,974353308877017088,annmontero1234,azaa_18
991788676442152961,991516060758224896,2018-05-02 21:17:01,1736707063,818941136,tylerbaemon,SOMEXlCAN
992668238747131909,992288516695511040,2018-05-05 07:32:05,737056736339599360,2382164731,jenilee3745,chuwariwaps25
991772331222687745,991042865873682439,2018-05-02 20:12:04,817144770577526784,392290193,kaila_mackay,cadie_malloy
991772335417057280,991423317348438018,2018-05-02 20:12:05,3342124739,790985126461239298,THOR94s,Rafahszjm
991788676425375744,991780669096329217,2018-05-02 21:17:01,64423750,848148994102611969,scentsnpetals,AngrierWHStaff
992684579780677632,992599232002469888,2018-05-05 08:37:01,750707062842138624,726726705730056192,fahrenheit92,_kieferravena15
991788676425375744,991780669096329217,2018-05-02 21:17:01,64423750,848148994102611969,scentsnpetals,AngrierWHStaff
992668238780641285,992540152605134848,2018-05-05 07:32:05,3318318912,285206610,Mitch_John573,RA_Sikdar
992668238747185152,987691720740691969,2018-05-05 07:32:05,4011786921,354778701,NMmaduabuch,EmekaGift
991788676450603008,991758008068734976,2018-05-02 21:17:01,2991589724,166751745,marketvoyeur,RyanAFournier
991788676421177346,991133900201168899,2018-05-02 21:17:01,802360006565761024,4799393001,_JenniferE_,Taevion_
992668238747086848,992667499836588033,2018-05-05 07:32:05,855731595508039680,1188994916,lolafan2016,caedeminthecity
991772339615424513,991441566626496512,2018-05-02 20:12:06,173599434,2703181339,Edeeg17,Denlesks
992684579780743168,992647631569502208,2018-05-05 08:37:01,2777701569,176812795,OeeTran,ShanRian
992684579751260161,992683072926638080,2018-05-05 08:37:01,980341056788094976,978991994843246597,LiaZainnn,Iushgguk
992684579780636672,992193391894155265,2018-05-05 08:37:01,914546965,457902019,Alfranc_,rxmansblood
991772339607101441,991534485916258305,2018-05-02 20:12:06,373581477,348695056,irenesfist,Taeslave
991788676425375745,991521893776744448,2018-05-02 21:17:01,73757196,15605430,epicfake,ben_rosen
991788676442152960,991701913543630848,2018-05-02 21:17:01,242235162,2471299733,PH3MMIE,NigerianMuseum
992684579772420096,992342603634020353,2018-05-05 08:37:01,344263411,38157251,DareSalmon,FreeBreNasty
991772339632201728,991722123826794497,2018-05-02 20:12:06,1162063176,485430836,theBatt218,Salvesayson
992684579772420096,992342603634020353,2018-05-05 08:37:01,344263411,38157251,DareSalmon,FreeBreNasty
991772339628015621,991758008068734976,2018-05-02 20:12:06,382801851,166751745,CubbableHoosier,RyanAFournier
991772339623915522,991333246452600834,2018-05-02 20:12:06,2768662964,3300558876,teddyspics22,baddest_foreign
991772339623915522,991333246452600834,2018-05-02 20:12:06,2768662964,3300558876,teddyspics22,baddest_foreign
992668242941562880,992660242981892096,2018-05-05 07:32:06,4517269828,4418689469,victoriaforfans,galbellathorne
992668242970734592,992127391429484545,2018-05-05 07:32:06,32302058,425241066,sienna_hong,bewkhewker
992684583954124801,992516749441544194,2018-05-05 08:37:02,1904448805,868188696482394113,yeordream,qianculture
992684583962447872,992681923733581824,2018-05-05 08:37:02,935868060107501569,290673966,Hussnai67742393,MaizaHameed
992684583966724097,992684298380726272,2018-05-05 08:37:02,911174730790658050,634988248,ninaely_,kiran_james66
991788680611291137,991513768009007104,2018-05-02 21:17:02,4822612072,907245618665545729,yoonsevok,loonasbian
992684583966724097,992684298380726272,2018-05-05 08:37:02,911174730790658050,634988248,ninaely_,kiran_james66
991788680615550979,991000796568457216,2018-05-02 21:17:02,479585875,59253112,__GodsGift23___,All_AboutMe_
991772327032565760,991760038233559040,2018-05-02 20:12:03,19441812,263237701,w5twit,cherrywend
991788680619659265,991588574972739584,2018-05-02 21:17:02,111981439,713696798699823104,mcymsally,BishopDorking
992684583979118593,992351475287261185,2018-05-05 08:37:02,874483031460925440,867617849208037377,lamdao021,OKEx_
991788680619659265,991588574972739584,2018-05-02 21:17:02,111981439,713696798699823104,mcymsally,BishopDorking
991772343818010624,991149146508640258,2018-05-02 20:12:07,708449455729725440,207923287,ky_0_0,wonho__
991788680644882432,991708901044187138,2018-05-02 21:17:02,512478921,181180906,What_A_Star5,Vol_Football
992684583970787329,989696486127685634,2018-05-05 08:37:02,2408374477,69899655,Jenny_tapiaa_,ruhnayyy_
992668242966532096,992636304428068864,2018-05-05 07:32:06,3623702532,12154072,RAHUL9262514,sandeepfromvns
991772343813988352,991402637185703937,2018-05-02 20:12:07,949486676145049601,834414222087954432,lizzaallenn,Enida49577138
992684583970922496,992609272050700288,2018-05-05 08:37:02,438981273,60737306,rahulsaini1109,ShirishKunder
992684588169297920,992322028152778752,2018-05-05 08:37:03,947041605697130496,3303474477,Marie81680773,Red_eyed_Video
991788680628105219,991278572366163969,2018-05-02 21:17:02,3387431824,161375991,MoneyRhuona,PopTartsUS
992668247144067072,992172252736249856,2018-05-05 07:32:07,976829573911298049,959151509660491777,myonlywannaone,reeahga
991788680628105219,991278572366163969,2018-05-02 21:17:02,3387431824,161375991,MoneyRhuona,PopTartsUS
991788680640688129,991626073497534464,2018-05-02 21:17:02,435693317,756080942142394368,egreen1991,BGinge8
991788680640688129,991626073497534464,2018-05-02 21:17:02,435693317,756080942142394368,egreen1991,BGinge8
992684588169416705,992684492065263617,2018-05-05 08:37:03,796323663222046720,436947787,zolanimasalaa,QophumlandoB
992684588173586432,931555198987919361,2018-05-05 08:37:03,622224592,197264075,nouran148,quote_friends
991772348020801536,991148045516632064,2018-05-02 20:12:08,2388764053,2736406261,LRRYJMS,FendiVersace
991788684843372544,991707890187755520,2018-05-02 21:17:03,3253293876,556999152,melissa_5555,venvsdeathtrap
991788684809854976,990955961148936193,2018-05-02 21:17:03,945886327324794880,2234902339,wavy_gloo,jaygissell
991788684818157568,991753039303315456,2018-05-02 21:17:03,444244030,19583545,steveellis_7,LFC
992668251346882560,990201819501559808,2018-05-05 07:32:08,821739193466556416,177304046,http_kyun,Himynameisnoor
992668251363598336,992016377132257280,2018-05-05 07:32:08,388704737,989771333830520834,doctor_mack,thakwulf
991788684826554368,991428880123637760,2018-05-02 21:17:03,266166979,1235073600,keiranjeffers,JackToulson12
991755956668194816,991697204946587649,2018-05-02 19:07:00,2909305393,1040421721,chaesIove,hyvngswon
991772348012523520,991769492131926017,2018-05-02 20:12:08,817144770577526784,2748585072,kaila_mackay,MannyMua733
991772347995652096,991433430373105669,2018-05-02 20:12:08,103006506,425275240,Claaudio__,tolkienianjedi
992684588173438978,992656717270798337,2018-05-05 08:37:03,759642245502861314,1414307034,lylorsanchez,wbbposts
992684592372076544,992460511014014982,2018-05-05 08:37:04,43753381,2888153295,youlovebrittums,BLVCKMATTERS
992684592372076544,992460511014014982,2018-05-05 08:37:04,43753381,2888153295,youlovebrittums,BLVCKMATTERS
991788684843286528,991778771970781185,2018-05-02 21:17:03,2262417929,385473825,mctuskain,Squawka
991788684826611713,991739320112500745,2018-05-02 21:17:03,2167380973,7517222,KingVieux_,WWE
991919534545059840,991837822691622912,2018-05-03 05:57:00,1360140709,798953701972938752,Politi_Grandma,DemWrite
991788684830748672,991435149006004227,2018-05-02 21:17:03,1279248096,2777614164,Shortymac09,SailorMoonSub
992668251342671873,992664892598620160,2018-05-05 07:32:08,706627459,37026773,Bakari98,fortismind
991755956668137472,991744041351090177,2018-05-02 19:07:00,989162723551264769,4196983835,Bairdperson,dog_rates
991903176730132480,990802886262050818,2018-05-03 04:52:00,20356963,20416855,enjin,witekradomski
992684592372113408,992464071738916864,2018-05-05 08:37:04,710387566747451393,2756948355,pettymoroccan,burningviolence
991772347991502849,991662359465857024,2018-05-02 20:12:08,16792387,65493023,mlz0071,SarahPalinUSA
991755956659802112,991754734653632513,2018-05-02 19:07:00,874942819600744449,3973385734,aurora_umezawa,merlycabuenas19
991772348029329410,991353681068150785,2018-05-02 20:12:08,2961394289,825046086477807617,paperclarity,memesical69
991919534520045568,991798915392593920,2018-05-03 05:57:00,923970402,3300807951,chloetweet00,katie_sarah_
991919534536736768,991724160689754112,2018-05-03 05:57:00,4891927949,4127789114,bibigirlaldub,iam_ginghs
992668255558029312,992331828496224256,2018-05-05 07:32:09,935529788298510336,3238735518,baekxx2,EXOVotingSquad
992684592338419714,991665044692918272,2018-05-05 08:37:04,359426595,733894436703240193,athirahcms,jenicajude
991903176759508992,990344676589748224,2018-05-03 04:52:00,572271029,459084679,HDAwareness,John_B_Sullivan
992684592338419714,991665044692918272,2018-05-05 08:37:04,359426595,733894436703240193,athirahcms,jenicajude
991755956676677645,991695147506089984,2018-05-02 19:07:00,4667028997,150727423,Dingus_Pringus,MrWiz
992668255520284672,992076302181126149,2018-05-05 07:32:09,2509199449,432223467,x_tyrenee,MyFavsTrash
991903180924506113,991724047124914176,2018-05-03 04:52:01,549302258,110453483,PsychPharmSte,silv24
991772348029308929,991769781807341568,2018-05-02 20:12:08,586270097,354347533,GivenchyBanxx,mymixtapez
991755956664053760,989984969425653765,2018-05-02 19:07:00,720096377104039937,3037435384,meeeeeeel02,haile_25
991772335412834309,990919850267758592,2018-05-02 20:12:05,997481906,604517809,um_3zoz22,EmiratesNBD
991903180920311809,991757827034238977,2018-05-03 04:52:01,920990276390227968,907683089601716225,HoneymellowNf,honeyboypics
991919534541025280,991908977997942785,2018-05-03 05:57:00,4539369682,4505997012,urwatsonfan,bangelscrush
991919534532677633,991824378080854016,2018-05-03 05:57:00,951828288,3310426131,bxnieto,NO2USPLUTOCRACY
