id,mentioned_id,mentioned_screen_name
991903180953829377,771149931822276610,togwrlp
991323965372207104,840674524496572417,MariaValeAuthor
991755956676714497,404828662,elizabethziko
991788697417744384,1419366470,SueEllCee
991788701607870465,231925396,_michaelsanta
991919534519955456,481814900,_jocelynvega
991323965372207104,840674524496572417,MariaValeAuthor
991755956676714497,404828662,elizabethziko
991623162369576960,335141638,BTS_twt
992684596545409025,91259072,Neutrogena
991809921241890816,335141638,BTS_twt
991903180920324096,15231287,Gartner_inc
991787322273394688,17494046,HowardBeck
992668255520047105,26944260,KjSawka
992668255520047105,501525232,decadon
992684600731295744,1216789842,DearAuntCrabby
991755956689260544,722793491059769344,DNC
991755956689260544,722793491059769344,DNC
991919538701647872,41634520,seanhannity
991755956689260544,722793491059769344,DNC
992661709532876801,17537467,TarekFatah
992661709532876801,378171605,SherM_BRP
992661709532876801,322064639,KunwarKhalidYun
991755956689260544,722793491059769344,DNC
991788705797947392,2577166478,castillo11_rod
991772352219439104,978773409466277888,StandSecond
991903185127194625,953998050950811648,kiwlmissyou
991903185127194625,3194829756,katycatpash95
991903185127194625,962418838192173056,MerchxGiveaways
991755956689260544,722793491059769344,DNC
991755956689260544,722793491059769344,DNC
991805034232008704,97155764,TBKdaBEATGOD
991591456887492608,2831821952,MSKCME
991591456887492608,968268224864296960,VuMediHemOnc
991591456887492608,727937517803155456,c_chriswitha
991903185127256064,25365536,KimKardashian
991805034240401408,101400269,doug_TheBroke
991805034236014592,60078746,gapti
991805034236014592,60078746,gapti
991755960845774849,3292928259,Jamesofmont
991755960845774849,938019038562803712,AmyVoltaire
991755960845774849,2834179246,VoltaireDesUK
991753187181785088,14740219,amazonmusic
991772356396773376,10228272,YouTube
992684604934017024,208707446,helzdonnelly
992684604934017024,23343310,claremackint0sh
992684604917239809,815028678241288197,thehelmet_guy
991772356413677568,79117930,RenZeus_
991772356388454401,338329289,wykefarms
991772356388454401,4856557467,SomersetDay1
991772356388454401,123557684,thatchers_cider
991772356388454401,424299446,MilesTeaCoffee
991772356388454401,830320597276250113,mjaqliffe
991772356388454401,2767781819,Arghitsyou
991788697413652480,265902729,BBCSport
991788701608013824,3168243956,SidAlpha
991788693219364865,18643437,PrisonPlanet
992668268119773185,967652179,garcia_dezerae
991772356380188673,22014993,1010XL
991772356396896256,509650521,HotFernace
992649719108190208,3978134838,Espanto2001
991903193499033600,43195174,stevendupler
991903193499033600,261549123,tamarabrock
991837745604583424,37377712,dnastyyy_
991805034240397313,2610767592,CacCla661
991805034240397313,949814306924847105,RepublicKermit
991805034240397313,1496928564,GregShugar
991805034240397313,953810604581638150,Jonatha95392025
991805034240397313,792905323992330240,brea_pri
991805034240397313,25073877,realDonaldTrump
991805034240397313,220430184,Miles1732
991805038421929984,477198250,MikeTolkien
991805038421929984,49752855,BlacksWeather
991755960858370048,377768026,LaWheezie
991837143516368896,38695489,KindredPast
991682816550125569,873115441303924736,weareoneEXO
992495112713375745,33933259,UNICEF
992495112713375745,335141638,BTS_twt
991788722592141313,2684007636,ktompkinsii
991778902791065602,807095,nytimes
991903193528352768,1965420800,NormEisen
991903193528352768,22187085,CREWcrew
991903193507549184,121299565,HEAVYDCHROMATIC
991837143516368896,38695489,KindredPast
991837745613033472,2730793883,natalie_perejda
991837745613033472,24736031,MillersAleHouse
991760623750008832,2964664061,DonHensarling
991760623750008832,2376574058,4AmericanKat
991760623750008832,519699871,kr_romm
991760623750008832,982254298686939136,martinl30346020
991760623750008832,1659267216,lmchristi1
991760623750008832,898744691470069760,Legaleagle1953
991772360586989569,4817442967,ArtistMukund
991772360586989569,797237426615975938,BNTYHUNTERMAZE
991772360586989569,8642882,Sanlin
991772360586989569,454987478,TruckinSquirrel
991772360586989569,462573965,iamchickenhat
991772360586989569,1636583864,prentissweston
991772360586989569,771444901254926336,db31_lucifer
991772360586989569,2344514694,deannajudd70
991772360608043008,235504557,llyrthegreat
992680357731414017,955325150865408008,honeykim0_
992531817839247360,161199620,corybarlog
991337498583314432,4698083834,WonderRhys
991337498583314432,372536101,NatashaBertrand
992531817839247360,161199620,corybarlog
991788710000758786,3369993627,imajmitchelI
991788697401090048,2178956316,porqueporque
991903189304823813,20567939,MeekMill
991755960854220801,3133114373,tho_maze
991737942187134979,32453930,TigerWoods
991596643240763392,18839785,narendramodi
992684609123958784,20713061,newtgingrich
991217407598383104,3138637447,alluarjun
992632484260069376,3138637447,alluarjun
991805038413668355,475386375,Joey_bvker
991596643240763392,18839785,narendramodi
991837745617108992,734914415271632897,rhondachichest1
991903197710110720,1544460330,BigOtrivia
991903197710110720,219551128,2SM1269
991903197710110720,287253599,3
991902768486125568,3103948358,jeremy2xx3
991757150157492224,512942927,BurnRev
991772360608026624,93864903,slowreadersclub
991757789092429824,1852644804,thegreatkhalid
991755965044330498,301309392,eNCA
992662168972623872,859297966581891072,Stray_Kids
991677155200282629,14982315,JamesGunn
991677155200282629,14982315,JamesGunn
991919547115597824,2473652792,recoverthemiles
991919547115597824,1272225018,ProfJillCook
991919547115597824,365600467,tomgoom
991919547115597824,193177067,Bill_Vicenzino
991919547115597824,552294927,DerekGriffin86
991919547115597824,26228886,bendean1979
991919547115597824,324158483,paulwhodges
991919547115597824,335162751,KimBennell
991837749782220800,2480793205,noreenahenry
991837749782220800,1711238244,ahardy316
991837749782220800,909058648256729088,gerrintee
991837749782220800,898397238,JerseyKidPicks
991837749782220800,604281072,DanielNeedham2
991837749782220800,72288050,cousinit3
991837749782220800,712044665562927104,PaulHic1
991837749782220800,473179455,flowlikeh20
991837749782220800,723514642409074688,mags_dwb13
991772364798025728,1365529650,megducks
991770061143715843,14787713,FOX29philly
991837749773815808,497340309,SpotifyCares
991755965056864257,923986249454702593,rollajabi
972169927955243008,758685294145245184,JulieHe49018138
972169927955243008,911605153299447809,2017TRUMP2017
972169927955243008,806347865073315844,DFBHarvard
972169927955243008,1366894494,1ChristWarrior
972169927955243008,949558298314866688,its7just2me
991919551309758465,713500513552228352,CallMeAlchemist
992668276520927232,391137681,mckaylapartlow
992678722200207360,2322081114,GrabID
992678722200207360,335141638,BTS_twt
992668234569531392,70681150,Sneaky
992668234569531392,2408101561,estherlynnhhj
991666229160153089,18390063,ShibaniMahtani
992684613343555585,228330911,sharkpizza
991772364772986883,314355858,Matt_Smo
991772364772986883,1725119162,Hopeuwin
991772364772986883,36401728,profblmkelley
992681324002426880,1372241108,GillMuriel
991772364777181186,4509139407,RESPECTionist
991788066598735873,935460027711700993,bestanimaI
991788066598735873,2893640193,DarciLScariot
992505852044103680,14471411,DLind
992505852044103680,11866582,LOLGOP
991725868941824000,25073877,realDonaldTrump
992684617504378880,1372632595,WamsuttaLives
992684617504378880,984759181076058113,SkripalJulia
992605184051171328,34507480,ArianaGrande
991836003030614017,335141638,BTS_twt
992668280715403264,2581978047,iBarqe
991919045740974082,873115441303924736,weareoneEXO
991772368971317249,865925587,typoxia
991772368971317249,143694663,outseide
991426550426951680,2345733169,RollingLoud
991788709996580869,98484157,dghirardi
991788718372610048,383920709,MO_kAtz7
992668280690266113,338906109,UmarCheema1
992437261445812225,372618047,StephensonLance
991919555499839488,625682411,VirusKid_exe
991919555499839488,900833041123123200,lightshadTorin
991772368975683584,1352520895,Delvis_CM
991772368975683584,884316211034505220,ViviHua71296541
991772368975683584,550460960,BernyZb
991772368984051712,909859700669378562,spanish_btss
991772368984051712,865974468790730752,hobybIo
991633039351603200,152656121,mrjamesob
990420257436291074,52168389,ORIGINPC
992684617508405249,931902929962876928,FU_KJiwoo99
991837758179098626,461632991,KiLLaForNiaTV
991919555479031808,23798694,CharlieDaniels
991919555479031808,4756970174,RaceKing56
991478805742022656,22456513,RealErinCruz
991755969246978051,290243035,mannynation73
991755969246978051,14187632,gooseycheeks
991755969246978051,701725963,nowthisnews
991837758191648768,887160547954876416,ReignsOverYou
991837758191648768,716302109977739264,supergayhurray
991805051000717312,2425151,facebook
991805051000717312,2425151,facebook
991805051017547778,10228272,YouTube
991689775609499650,2297257854,a_mittelstadt
991755965052735489,10228272,YouTube
991772373165588480,202988091,HighScoreKid
991772373165588480,985723782,is3rith
991676109816287237,832720691577417728,StoolGametime
991676109816287237,119758732,KFCBarstool
991805050996576258,812241421482754048,CapBloodyNine
991735831059628033,16192206,MUSChealth
991735831059628033,892843482603237377,MUSC_TechStore
992668284897013760,156735736,Deorro
992668284897013760,18022904,matisyahu
991527232895045632,92573831,mor1019
991527232895045632,92573831,mor1019
991837758195810304,92573831,mor1019
992461155049193472,927594927298551808,SavageXFenty
992684621719453696,861831883067465728,ULTIMATERPE
991919559706722304,25947628,Jess_Koch24
991919559706722304,1357501152,nwilliams4650
991854103377666049,39344374,DonaldJTrumpJr
991854103377666049,878247600096509952,RealCandaceO
991854103377666049,292929271,charliekirk11
991854103377666049,491719838,TPUSA
991631374900752384,335141638,BTS_twt
991502842358792193,29403387,michaelb4jordan
991502842358792193,29403387,michaelb4jordan
991919559694274560,761662766310649856,Ugly_lord_noni
991919559694274560,105137891,stonebwoyb
991919559694274560,761662766310649856,Ugly_lord_noni
991814265672790016,46681100,marthamaccallum
991814265672790016,855120710871732226,TheStoryFNC
991878015461220352,91133460,thekidet
991878015461220352,91133460,thekidet
991893281482137600,25073877,realDonaldTrump
992684116524126208,76004287,bbw1984
991755769908531200,864257662397054976,PlasticEdits
991755769908531200,779825258190757888,pr6ston
991755769908531200,738672468886360064,WhosFluidz
991854103365062657,34045434,mwardtweeting
991903210309758976,532584818,5NEWSGarrett
991901761156739072,3523870992,BroadwayJanitor
991755574269263872,3221725709,sofiajaneen
802429693597286400,2641274910,XXXParties
991901761156739072,3523870992,BroadwayJanitor
992684625888759808,2330110409,HomoSocialist
991772377355825152,562525272,im_hisrider
991772377360068608,18948541,SethMacFarlane
991755574269263872,3221725709,sofiajaneen
991854103398514689,733169452166995969,maaddyy_k21
991854103398514689,274356594,Champagnenaynay
991854103365070848,990117164207177728,TakoniRyshi
991854103365070848,991817858060619777,LeonKen54251597
991788709992386561,197403435,WillieAtFLO
991788709992386561,51500651,CPyles8
992604919269031936,335141638,BTS_twt
992666557175156743,573299587,GOT7Official
991788705793871872,2893658458,LebzMashego
924995146927788032,3775939709,mwsmag
991755977660780545,25313812,sonnysparks_1
991598093534560256,335141638,BTS_twt
992684625897099265,744660416,SSekaledi
991919559681724417,526906086,Azteccccccc
991919559681724417,526906086,Azteccccccc
991837762394476544,165879451,CapCareyWDT
991837762394476544,154215859,WWMcClyde
991787582924128256,351120282,Ostrov_A
992668289082916864,2720628019,JakeChan26
992668293281574912,162728987,thelastsarah
991504219080306688,612971756,Cody_Bellinger
991903210314059776,188954638,RCorreo88
991903210314059776,4997171,GirlsGotSole
991903210314059776,601485285,eagleseye13
991903214487224320,2278079233,andreyes88
991875581527576576,1374926329,NBCChicagoPD
991854107559415808,714645916528078848,NotSayi66386935
991854107576037377,27691374,dadeputy
992668293285793792,158426909,Lawrence
991772381545926658,3410012883,bublang
991772381545926658,45840503,CityAM
991837766584492032,718389726990987264,OverlordEXO
991837766584492032,873115441303924736,weareoneEXO
991837766584492032,873115441303924736,weareoneEXO
991784668658794496,2371991585,trentaa98
991784668658794496,2193024952,BenWoodburn
991805055178362881,2813548333,CanSuchThingsBe
991805055178362881,927477479916306433,BonoWoodworth
991805055178362881,874518511116316672,blupfront1
991805055178362881,712116343542165504,Pa1Lauren
991805055178362881,749188230885453824,hansalexrazo
991387060794605568,2852359916,Gurmeetramrahim
991805059380920320,335141638,BTS_twt
991739598895120384,2288328632,WeAreZmusic
991823264153571330,288550902,TheMo_Alo
991823264153571330,4646135496,YourFavorite_QB
992684630116589568,2841185518,SpartanBlem
991820982766616577,969749100311724035,sujeongtheryu
991820982766616577,969749100311724035,sujeongtheryu
992668293268885504,1466086093,DistroKid
991755981854949376,991023173431898113,taeyongkaq
991755977644019715,36382525,Deplorable_Bob
991755977644019715,1917731,thehill
991720021792624641,256795096,coltadams45
991919563888611328,19759749,DenverPolice
991739598895222785,563628583,Mntrazana
651862326631645184,285332860,WayneRooney
991532395001085954,3218890002,PaulGuacker
992653485949808640,335141638,BTS_twt
991837766563647489,865719472618971138,UnlearningLies
991796531190751233,920019286676172800,btschartdata
991796531190751233,335141638,BTS_twt
991739598874206209,2806406281,HelloAsiaShow
991739598886899724,964054527258144768,FlatEarthKevin
991819255321649152,346685884,iamadamthe1st
991837766571917317,204468961,RafiDAngelo
991788730963890177,21866939,itvnews
991871096667365376,18360370,utahjazz
991871096667365376,19077044,HoustonRockets
991772385744322560,627748954,CassieCasanova
991772385744322560,236487888,WalshFreedom
991788730955464709,931167038910820352,dreamermiss1
991919305666191360,4602428011,Mommie_Savage
991805059381059584,14345812,PostOpinions
991784627428888578,938221496018890752,CoachHuntEagle
991784627428888578,920305839684145154,MHES_Eagles
991739598865928193,50106210,Go2AmeliaIsland
991919305666191360,4602428011,Mommie_Savage
991568807029338112,10228272,YouTube
991854111787122688,130557513,mehdirhasan
991568807029338112,10228272,YouTube
991903214487269377,53338746,troyesivan
991804212517404673,4911518294,_JayB5
991804212517404673,4911518294,_JayB5
991753432460644354,214120461,ryanlcooper
991755986019864577,18048834,demelo2008
991755986019864577,26280712,Bungie
991919572289818624,1639016310,ZachWWMovies
991709942296989696,335141638,BTS_twt
991714323075616768,947718474318602240,jim_woos
991714323075616768,742426484120375296,jimin__net
991714323075616768,3539163560,jiminzip
991714323075616768,838797894585049091,jimsIover
991714323075616768,958372697225990149,sailorchubs
991714323075616768,2855509853,uItcheeks
991714323075616768,1392418196,ultsquish
991709942296989696,335141638,BTS_twt
991714323075616768,947718474318602240,jim_woos
991714323075616768,742426484120375296,jimin__net
991714323075616768,3539163560,jiminzip
991714323075616768,838797894585049091,jimsIover
991714323075616768,958372697225990149,sailorchubs
991714323075616768,2855509853,uItcheeks
991714323075616768,1392418196,ultsquish
991805059380973570,926359137306468352,AkinkunmiTosin5
991755986049232897,2922166049,Mama_Long0
991755986049232897,116829891,fultonhomes
991405496962707456,3361023591,L_K_4
991405496962707456,891010216380309504,GYSXcom
991405496962707456,865650565782487040,Billy_BonesXXX
991405496962707456,4640151256,gayrotismo
991405496962707456,928558379580223489,GayFanatics
991405496962707456,797502822828871688,hot_connection
991405496962707456,2978252212,HotMaleStuds
991783259049811968,390185215,RUWrestling
991783259049811968,185771074,CoachGoodale
991739603064209408,270353998,AshleyTong1996
991739603097935872,189280347,TheBertShow
991739603097935872,113762214,KrisKling
991919572281249792,2475238430,DeviantLord69
991919572281249792,282363344,karakru13
991807041906925568,393852070,Avengers
991805063562657792,78523300,RealJamesWoods
992684638501048320,756425819355025408,ajeet_pratham
992684638501048320,779538742386106368,munsa123
991802901453516800,626721448,carlsberg
991805063579471874,1512007627,IAMUNIQME
991179530319663104,794601761218723840,Beaux_Banks
992684638484221953,2615739962,nicksy48
991739607271211008,335140177,AceLaCabra
991739607271211008,720786872163790848,_msroane
991719649371811840,810640988481982464,Mye_Pixie
991719649371811840,3161163805,ALDubFTnQT
991719649371811840,841557254092410880,fthotladies
991719649371811840,725933014589399040,Arwen_Elfin
991719649371811840,2484284488,wengcookie
991719649371811840,485430836,Salvesayson
991719649371811840,3671269352,ricsl1600
991719649371811840,3272677566,montenegro_emil
991719649371811840,717290403016286208,ALDub_RTeam
991767051600613378,116579971,GadSaad
992668301665882112,754441488684163072,jeoldaejy
992717295360364545,424011856,MuthootIndia
990833591679627264,242179803,gulbukhari
990833591679627264,286613468,Xadeejournalist
990833591679627264,1265060760,a_siab
990833591679627264,37641696,murtazasolangi
990833591679627264,222123736,ninoqazi
990833591679627264,280455506,ImtiazAlamSAFMA
991031304060915713,280452543,EddieHearn
991031304060915713,276442281,TonyBellew
991780517224660992,822215679726100480,POTUS
992717299529519104,500592511,AndrewMettler
992717299529519104,878739731219189761,TrumpsAlert
992717299529519104,372536101,NatashaBertrand
991733906771775488,107438954,purplhaze42
991733906771775488,953000804,TanyaKasim
991733906771775488,568828814,rico_hands
991733906771775488,259975018,inabster
991733906771775488,169670184,rk70534
991733906771775488,2604198258,amanda_damanda
991733906771775488,303141285,CathyHutton1
991854115964760064,98199951,AcaciaBrinley
991853464471982081,281789280,FaZeJev
991805067761209347,922874912074854401,TWA_Guild
991805067761209347,35039490,MarkDice
991805067761209347,14844867,amandacarpenter
992684642670137345,3329834423,AmazngBooks
992684642678419458,440475727,zolagabbie
991870461171597313,381746680,Jerrybembry
991870461171597313,27649623,MarcJSpearsESPN
991837774952120320,17352255,Jamie_G13
991666328619565057,235859663,rajeshmdirector
991666328619565057,636799960,StudioGreen2
991666328619565057,2398207970,kegvraja
991738246861348864,3108351,WSJ
991788739365101569,339055436,JanAageFjortoft
991738246861348864,3108351,WSJ
991666583016796161,25073877,realDonaldTrump
991772389951328262,942048498580643840,BrunoC1893
991666583016796161,25073877,realDonaldTrump
992413429284687872,18643437,PrisonPlanet
991788693202587648,817461441695518720,charles18522581
991788693202587648,15764644,NancyPelosi
991788693202587648,25073877,realDonaldTrump
991788693202587648,18916432,SpeakerRyan
