id,country_code,name,place_type
991919949764411393,US,Chino,city
991903571011620864,US,Fort Hood,city
991477421634457600,US,Monroe,city
991000868303536129,US,Cleveland,city
990721606828941313,US,Watertown,city
991756220905213958,US,Atlanta,city
991780229172482048,US,Los Angeles,city
942490599378341888,US,Dallas,city
991780229172482048,US,Los Angeles,city
942490599378341888,US,Dallas,city
991867139433754624,US,Palma Sola,city
991508847280914432,US,Detroit,city
991903579400278016,US,La Crosse,city
991772662585282567,US,North Carolina,admin
992717609895366656,GB,Nantwich,city
992717609895366656,GB,Nantwich,city
992191002852188168,GB,Bridge of Allan,city
992191002852188168,GB,Bridge of Allan,city
991736579835117568,US,Discovery Bay,city
991692898130432000,GB,London,city
991692898130432000,GB,London,city
992684246438432768,US,Georgia,admin
991682324659167238,US,Montana,admin
991870729615425536,US,Los Angeles,city
990569958110351361,US,Durham,city
990569958110351361,US,Durham,city
991821693994913793,US,Chicago,city
991752626210508800,US,White House,city
991752626210508800,US,White House,city
991756279617150977,US,Kenner,city
991410536440123393,US,Financial District,neighborhood
991788681928298496,US,Romulus,city
991871752144797698,US,California,admin
991919970744385537,PH,Quezon City,city
991919970744385537,PH,Quezon City,city
991819771481133057,US,San Marino,city
991813803904974850,US,Los Angeles,city
990799981270458380,US,Providence,city
992717626710417408,US,Lorain,city
992717626710417408,US,Lorain,city
991422556723994624,US,Steubenville,city
991836559753146368,AU,Sydney,city
991706427373883392,US,Charlotte,city
991788974233419776,US,California,admin
991706427373883392,US,Charlotte,city
991849668500832256,US,Bakersfield,city
942490599378341888,US,Dallas,city
991870737995608066,US,Destin,city
991847979802877953,US,Georgia,admin
991805407516610560,US,Lancaster,city
991461919973429249,US,Houston,city
992406106893832192,US,Santa Fe,city
